Ticker,Date,YearMonth,Gross_Profitability,ROIC,FCF_Yield,Revenue_Growth_YoY,Momentum_6M,Accrual_Ratio,Interest_Coverage,Shares_Outstanding_YoY_Growth,Forward_1yr_Return,y_target,Sector_Basic Materials,Sector_Business Services,Sector_Consumer Cyclical,Sector_Consumer Defensive,Sector_Energy,Sector_Financial Services,Sector_Healthcare,Sector_Industrials,Sector_Other,Sector_Real Estate,Sector_Technology,Sector_Utilities
BBSI,2022-03-07,2022-03,0.2737900159581874,0.20714487832484438,-0.040876828163804065,0.10031907228874326,-0.060103626943005195,0.08078029110304276,,-0.01132920563825579,0.28500551267916197,8.0,0,0,0,0,0,0,0,1,0,0,0,0
SCCO,2022-03-07,2022-03,0.3847335169639734,0.4110427368963227,0.05921148736229342,0.20121665886757145,0.1858599364867124,-0.00016942107161594964,15.927258403361344,0.0,-0.022973925299506814,6.0,1,0,0,0,0,0,0,0,0,0,0,0
ZM,2022-03-07,2022-03,0.40328191714347084,0.18401171069017433,0.04575517641793606,0.21404443135010798,-0.6383385296188273,-0.01120347467819525,,0.02717353612526341,-0.3543752317389691,4.0,0,0,0,0,0,0,0,0,0,0,1,0
IPI,2022-03-08,2022-03,0.07271399604900279,0.047615099720682605,0.06742780254752809,0.48276289170554487,1.4387182028410965,0.24059877818997386,21.517711171662125,0.007052359355695259,-0.5615009482525061,2.0,1,0,0,0,0,0,0,0,0,0,0,0
CASY,2022-03-08,2022-03,0.41478704977079545,0.11735714197385831,0.04684142256143689,0.5182641875511695,-0.1521267146945623,0.004182939360892923,8.978543046357617,0.0032513965563487623,0.2676482569981957,8.0,0,0,0,1,0,0,0,0,0,0,0,0
XTNT,2022-03-08,2022-03,0.594090543406714,-0.11121055518665011,-0.022210657934219693,-0.003210845522654271,-0.3801652892561983,-0.0621297447524318,-3.871356783919598,0.17585325579584254,0.17333333333333334,8.0,0,0,0,0,0,0,1,0,0,0,0,0
PMTS,2022-03-08,2022-03,0.5274334302976057,0.32564099755758297,0.07758754139989267,0.10774898977893987,-0.6596429616622769,0.021578280002983515,1.9427600627286983,0.0020972387558466643,2.4651762682717107,9.0,0,0,0,0,0,1,0,0,0,0,0,0
NATR,2022-03-08,2022-03,1.269409056143143,0.2116321373197739,0.083715554425367,0.1591853985040741,-0.03168202764976957,0.003310490817926868,,0.011336485181231204,-0.44021415823914334,3.0,0,0,0,1,0,0,0,0,0,0,0,0
NINE,2022-03-08,2022-03,0.10855762251285989,-0.1469196306501483,-0.29784824807850363,0.6958416033305901,1.7211538461538463,-0.03206913810588214,-1.5044152487615765,0.0398780740899336,0.5830388692579507,9.0,0,0,0,0,1,0,0,0,0,0,0,0
DV,2022-03-08,2022-03,0.3119938040381352,0.03320495510910075,0.01962003323751631,0.34195902900522634,-0.3572789115646259,-0.0493659450747259,22.7679180887372,,0.11981371718882294,7.0,0,0,0,0,0,0,0,0,0,0,1,0
STIM,2022-03-08,2022-03,0.30914935952359035,-0.22872790639780932,-0.43034096747844536,-0.03575325759034598,-0.6079234972677596,-0.006068416617689753,-6.8584224931575015,0.29124172011355265,0.3066202090592334,8.0,0,0,0,0,0,0,1,0,0,0,0,0
ADES,2022-03-08,2022-03,0.18722362432321663,0.014194792161833836,0.17756976304352154,0.06700902841050271,-0.04819277108433728,0.21413317802368473,1.4429530201342282,0.016651044825494843,-0.5617088607594937,2.0,0,0,0,0,0,0,0,1,0,0,0,0
PFIE,2022-03-08,2022-03,0.2373326542615467,-0.04558089491380098,0.009393075874150999,0.4661215503083751,0.36448598130841114,-0.0355924405204683,-15.12751405770227,0.0007415255231162377,-0.2465753424657533,4.0,0,0,0,0,1,0,0,0,0,0,0,0
PVAC,2022-03-08,2022-03,0.33324643792242586,0.23140445952549593,0.05324315620281068,2.3921577407606422,1.0327455919395465,0.0046853751852077375,8.896444618678569,0.0055913695566371935,0.04163568773234205,7.0,0,0,0,0,1,0,0,0,0,0,0,0
ULBI,2022-03-08,2022-03,0.15445849891561886,0.0002525252525252525,0.017818824886825107,-0.17990750966316948,-0.3669501822600243,-0.010937832992766613,0.1446280991735537,0.020886909615505322,-0.21305182341650675,5.0,0,0,0,0,0,0,0,1,0,0,0,0
HRL,2022-03-08,2022-03,0.15720608310120598,0.10942878206268906,0.034437671660068565,0.23696715393269896,0.19090478446234016,-0.001030715653920906,70.13766601082145,0.004784104105661546,-0.19988066825775663,5.0,0,0,0,1,0,0,0,0,0,0,0,0
CNTY,2022-03-08,2022-03,0.26838395241114765,0.11162866476046172,0.16502866778829298,0.2652885545152237,-0.26816860465116277,-0.04066208104549888,,0.0014200223146363378,-0.12214498510427019,6.0,0,0,1,0,0,0,0,0,0,0,0,0
CDMO,2022-03-08,2022-03,0.12036804151610182,0.07284740938306042,-0.008618900636977534,0.4449234155736954,-0.25657336726039004,0.07432146325156402,5.309284627092846,0.04330247175741109,-0.11751283513976041,6.0,0,0,0,0,0,0,1,0,0,0,0,0
FCUV,2022-03-08,2022-03,0.021227378893504734,-0.22758776003216993,-0.0035445578770264964,-0.5522758698535429,-0.38676803126886516,-0.08761688091714658,-80.21131142310146,0.017692172475081147,-0.32479602222481774,4.0,0,0,0,0,0,0,0,0,0,0,1,0
EGRX,2022-03-08,2022-03,0.5098529156748065,0.013703850341482728,0.04385882961217175,-0.15217565510056896,-0.056835637480798784,-0.14394321567638296,2.575813953488372,-0.008686151789009666,-0.4710912052117263,3.0,0,0,0,0,0,0,1,0,0,0,0,0
XPRO,2022-03-08,2022-03,0.06718238276148769,-0.0563737938039614,-0.04260534497385791,-0.22399846725596828,0.020477815699658786,-0.037927617141458335,-8.317111995451961,3.4335116082400665,0.25808249721293186,8.0,0,0,0,0,1,0,0,0,0,0,0,0
FTEK,2022-03-08,2022-03,0.2380838035778605,-0.03222943722943723,0.0157533889565253,0.03780566280566289,-0.24468085106382975,-0.012466482570936887,-114.53846153846153,0.22042100169368495,0.0,7.0,0,0,0,0,0,0,0,1,0,0,0,0
BW,2022-03-08,2022-03,0.19167273463890547,0.05437052375091186,-0.19019445028810003,0.19987587836079368,0.009859154929577452,0.16289795404400695,0.5562423061140747,0.6594927717088717,-0.1994421199442119,5.0,0,0,0,0,0,0,0,1,0,0,0,0
AZYO,2022-03-08,2022-03,0.28319190114634507,-0.4087040308334672,-0.28073885624373407,-0.1287502005454837,-0.4079254079254079,-0.13424147684978413,-4.30221637866266,,-0.11417322834645671,6.0,0,0,0,0,0,0,1,0,0,0,0,0
ATEN,2022-03-08,2022-03,0.49998600811529315,0.15983685036957604,0.04385043777770166,0.12793871199425433,-0.0272459499263622,0.1270997366981696,36.370370370370374,0.012097089912566972,0.1445874337623012,8.0,0,0,0,0,0,0,0,0,0,0,1,0
NCSM,2022-03-08,2022-03,0.3405937115756192,-0.04321222095623919,0.08707483162499399,0.31892049811927103,1.183115823817292,-0.11192692780607764,-6.984993178717599,,-0.52867550906034,2.0,0,0,0,0,1,0,0,0,0,0,0,0
WINA,2022-03-08,2022-03,2.7984571917171643,6.021417847424228,0.047807012059435335,0.21309533024119842,0.05466926996523647,0.05813599018550875,35.309306004539515,-0.033339159276391195,0.3313767101639049,8.0,0,0,1,0,0,0,0,0,0,0,0,0
VATE,2022-03-09,2022-03,0.16999814917638348,-0.016609213412723284,0.058790021032951625,1.2179775280898877,-0.030303030303030165,-0.22543031649083842,-0.1793570219966159,0.2629870129870129,-0.022727272727272818,6.0,0,1,0,0,0,0,0,0,0,0,0,0
TGT,2022-03-09,2022-03,0.5768709000018584,0.3369872301955023,0.04922595368057483,0.09375771904442631,-0.12234366746576741,0.034156585084833956,21.24940617577197,-0.04054323946474936,-0.25629629629629636,4.0,0,0,0,1,0,0,0,0,0,0,0,0
RDVT,2022-03-09,2022-03,0.4413654942454555,-0.018940212303216235,0.028028778442074225,0.2560526609394176,-0.28848484848484846,-0.10773636656986124,-187.85714285714286,0.08132389958277164,-0.14352640545144812,5.0,0,0,0,0,0,0,0,0,0,0,1,0
OSG,2022-03-09,2022-03,0.13639692075763918,-0.030514939605848695,0.06344282121373068,-0.021354027843273893,-0.004587155963302836,-0.052660637126040466,-0.8185460397904325,0.008984513449195264,0.7373271889400923,9.0,0,0,0,0,1,0,0,0,0,0,0,0
GWRE,2022-03-09,2022-03,0.180044650523785,-0.0828573285085801,-0.002202135176890951,0.13645855316502087,-0.2657569850552306,-0.05177354170244433,-10.047275375753161,-0.007215513509716942,-0.19170353982300903,5.0,0,0,0,0,0,0,0,0,0,0,1,0
CIVI,2022-03-09,2022-03,0.12848283045046657,0.09392159026702117,0.0744576528698538,7.149708629360582,0.3129824561403509,-0.014548363730009926,49.833711340206186,2.1804309227890015,0.25138072332086203,8.0,0,0,0,0,1,0,0,0,0,0,0,0
CPB,2022-03-09,2022-03,0.21732966391460262,0.16513542536690132,0.07130506918455896,-0.030715225976305383,-0.009065550906555142,0.0002501876407305479,7.170984455958549,-0.0033003300330033403,0.22753929157870023,8.0,0,0,0,1,0,0,0,0,0,0,0,0
PXLW,2022-03-09,2022-03,0.2597936210131332,-0.28070003087545964,-0.07901319079934177,0.7208964515459639,-0.4464944649446495,-0.0674390243902439,,0.21800330824584813,-0.5,2.0,0,0,0,0,0,0,0,0,0,0,1,0
CLPT,2022-03-09,2022-03,0.1696070508226468,-0.22812793176972282,-0.07312320229541464,0.15231431646932192,-0.5314834578441836,-0.023558652658544395,-13.745118191161357,0.19761392393488286,-0.08200455580865595,6.0,0,0,0,0,0,0,1,0,0,0,0,0
UNFI,2022-03-09,2022-03,0.5244199461607486,0.07500187293029313,0.07965961913330336,0.07478260869565223,0.024070021881837933,0.008075887706704268,2.075715855822601,0.015355017991378395,-0.21848290598290587,5.0,0,0,0,1,0,0,0,0,0,0,0,0
HAYW,2022-03-09,2022-03,0.22017411624088878,0.1414154625971211,0.03988082139256669,0.35169813347244694,-0.16492890995260667,0.013916205300036595,6.548236126951665,,-0.3325766174801362,4.0,0,0,0,0,0,0,0,1,0,0,0,0
AE,2022-03-09,2022-03,0.07970110568159679,0.08935935173431825,0.47693646087460184,1.5816820484074392,0.15547347212894547,-0.15757096992001624,32.12524850894632,0.01861890172048075,0.5632083696599828,9.0,0,0,0,0,1,0,0,0,0,0,0,0
CIEN,2022-03-09,2022-03,0.35676445944197593,0.13095117730126424,0.04449462779788341,0.11532101488515845,0.05546666666666655,0.016448376670947982,15.844513618677043,0.0003737739569773524,-0.16388748526191677,5.0,0,0,0,0,0,0,0,0,0,0,1,0
THO,2022-03-09,2022-03,0.31727279784009305,0.22881823207728255,0.1494416040910611,0.42057154001703956,-0.2153389678115447,0.026976006324733584,13.753456170475058,-0.008306234840830151,-0.011114930674916867,6.0,0,0,1,0,0,0,0,0,0,0,0,0
LCUT,2022-03-09,2022-03,0.3658527465582083,0.1313397842198335,0.10710716850798695,0.026680416838878118,-0.18950437317784252,-0.014716418558536391,4.258052048441123,0.05879824226213226,-0.5618705035971223,2.0,0,0,1,0,0,0,0,0,0,0,0,0
TDW,2022-03-09,2022-03,0.15332274726678713,-0.08747386891798348,0.051084622229353394,0.1449612993827496,0.6189608021877848,-0.15228330504298307,-4.881730090483219,0.03642137647000454,1.6525900900900896,9.0,0,0,0,0,1,0,0,0,0,0,0,0
AMOT,2022-03-09,2022-03,0.25713648480728996,0.07880953617018822,0.02298016881830607,0.04080732918987495,0.05864570737605823,0.026355979905901845,8.44406674907293,0.01858866442199769,0.12392918332381475,8.0,0,0,0,0,0,0,0,0,0,0,1,0
CRCT,2022-03-09,2022-03,0.45460869565217393,0.2854775244222346,-0.05749542693609828,0.045448909064442544,-0.6324786324786325,0.2794613664596273,,,-0.2075796726959518,5.0,0,0,0,0,0,0,0,0,0,0,1,0
SKYT,2022-03-10,2022-03,-0.028346193825446325,-0.5010554885404102,-1.4854137214313092,-0.03115256964698787,-0.6732580037664784,0.13204576665983808,-16.887069452286845,,0.2612872238232469,8.0,0,0,0,0,0,0,0,0,0,0,1,0
SWIM,2022-03-10,2022-03,0.25697466150943443,-0.057059898778177846,0.0053898561633275366,0.24073230224890763,-0.21425085407515854,-0.08948964295019528,-1.4807432570703556,,-0.8037267080745342,0.0,1,0,0,0,0,0,0,0,0,0,0,0
FRGI,2022-03-10,2022-03,0.6220019449052472,-0.010381535926679196,-0.01723628009134091,0.016618291503044835,-0.1818973020017406,0.03959271396000687,-4.31283422459893,0.01652468466883872,-0.13085106382978728,5.0,0,0,1,0,0,0,0,0,0,0,0,0
VZIO,2022-03-10,2022-03,0.34868561658474034,-0.08983666061705989,0.02156986476609354,-0.14355322594043685,-0.5240807871569135,-0.08216429899551186,-74.29736456991331,,-0.03699673558215455,6.0,0,0,0,0,0,0,0,0,0,0,1,0
PSSR,2022-03-10,2022-03,1.3241646886773104,-0.8686114987110659,-1.5087578064107385,-0.10969709426999252,-0.32203389830508466,1.5944501672490712,0.5559965673617412,0.0,-0.7250000000000001,1.0,0,0,0,0,0,0,0,1,0,0,0,0
GRWG,2022-03-10,2022-03,0.2574161075286608,0.04316608740365434,-0.02657558214144362,0.4627210335082761,-0.7109503452811575,0.057402174433641456,36.1941309255079,0.12973576739980697,-0.5745164960182024,2.0,0,0,1,0,0,0,0,0,0,0,0,0
FOSL,2022-03-10,2022-03,0.7060419267943238,0.2037789041375608,0.1079439206144437,0.14410035502958585,-0.2867242733699922,-0.018755493275098834,4.932950649764809,0.014219023536276909,-0.6079295154185023,2.0,0,0,1,0,0,0,0,0,0,0,0,0
BSQR,2022-03-10,2022-03,0.11338414506470121,-0.09950159744408946,-0.09029335265561332,-0.18001987173697043,-0.4113475177304965,0.05439926295070983,,1.4414789051867531,-0.32530120481927705,4.0,0,0,0,0,0,0,0,0,0,0,1,0
FORR,2022-03-10,2022-03,0.4300654728735284,0.13974550656670504,0.09821225192795661,0.10958256237502173,0.07277289836888334,-0.10509476878650961,9.231643770724775,0.007695551338815054,-0.37933723196881086,3.0,0,0,0,0,0,0,0,1,0,0,0,0
PFSW,2022-03-10,2022-03,0.14334373367346046,-0.05195495672416023,-0.038912517654207585,0.034889410018052125,-0.15963855421686746,0.45362022316464157,-9.001659751037344,0.05299094552471417,-0.46415770609318996,3.0,0,0,0,0,0,0,0,1,0,0,0,0
TGEN,2022-03-10,2022-03,0.3580611059401298,-0.05445595110621267,0.008833283479482848,0.2691881408081931,-0.24083769633507857,0.104289161603304,-85.83916280376458,0.008427517458569955,-0.2206896551724138,5.0,0,0,0,0,0,0,0,1,0,0,0,0
GORO,2022-03-10,2022-03,0.17031265931906453,0.19992546583850931,0.07890121725502311,0.28647716902693743,0.32000000000000006,-0.02848045531650615,,0.06579622402829943,-0.6406926406926408,1.0,1,0,0,0,0,0,0,0,0,0,0,0
USLM,2022-03-10,2022-03,0.25265974269124214,0.16684399329992883,0.03970575687765873,0.12485972188338623,-0.15850562205295615,0.034741109944464825,,0.004135091486680675,0.2939655172413793,8.0,1,0,0,0,0,0,0,0,0,0,0,0
ACRX,2022-03-10,2022-03,-0.0120036460272425,1.6281122679945677,-0.6185209536593569,-0.997289972899729,-0.5885714285714285,-0.04198066578511548,-15.698384984722829,0.2892301052012278,-0.8634259259259259,0.0,0,0,0,0,0,0,1,0,0,0,0,0
LEAT,2022-03-10,2022-03,0.6395797613105749,0.557620568921431,0.010688083879920228,0.818115442333311,0.13645621181262713,0.222291354210014,102179.75460122699,0.02133254935517126,-0.38709677419354827,3.0,0,0,1,0,0,0,0,0,0,0,0,0
AQB,2022-03-10,2022-03,-0.042074105380031354,-0.09912183404099945,-0.19078980084156724,7.32061676992649,-0.5613636363636363,0.016912737638996922,-69.90780300971426,0.504628066300213,-0.6759067357512953,1.0,0,0,0,1,0,0,0,0,0,0,0,0
EBIX,2022-03-10,2022-03,0.1840446108657943,0.0874778291738303,0.048288742475667557,0.20129571935385115,0.5291970802919708,0.003929447913203822,2.8825053891055297,0.0036351727525789634,-0.6143198090692124,1.0,0,0,0,0,0,0,0,0,0,0,1,0
SLNG,2022-03-10,2022-03,0.16839562150774023,-0.11916838450688945,-0.05622087208302629,0.5252008765522278,-0.2499999999999999,-0.03061738572868004,-9.499459459459459,0.0896883744083119,-0.36363636363636365,3.0,0,0,0,0,1,0,0,0,0,0,0,0
AMK,2022-03-10,2022-03,0.13113183702531073,0.04205467482183904,0.08139611540279504,0.2944825099170574,-0.14928343949044587,-0.07358582627647002,13.670132059567294,0.08062675464263047,0.3738886289190453,9.0,0,0,0,0,0,1,0,0,0,0,0,0
AOUT,2022-03-10,2022-03,0.3493793150552384,0.05414033828126906,-0.04590782386274157,-0.15177437113576697,-0.4136484940907358,0.06538962849971257,74.6826923076923,0.003928852060861576,-0.35890767230169063,3.0,0,0,1,0,0,0,0,0,0,0,0,0
TAST,2022-03-10,2022-03,0.13179471555317404,-0.00415573637308176,0.1658402730025473,-0.010455853327943299,-0.4010282776349614,-0.036967180853838384,-0.2224508005974089,-0.0059633481744653105,-0.11587982832618027,6.0,0,0,1,0,0,0,0,0,0,0,0,0
NPCE,2022-03-10,2022-03,0.25033317859870324,-0.19243615727604377,-1.2920056143531753,0.02278645833333326,-0.6320116054158607,-0.08324972671867747,-3.4095087618500433,,-0.519053876478318,2.0,0,0,0,0,0,0,1,0,0,0,0,0
CWGL,2022-03-10,2022-03,0.13249479772863543,0.005989742624570649,0.08416984987119126,-0.018676310314079014,-0.12643678160919536,-0.04954061298628011,1.2541871921182266,-0.03136428171922734,-0.1907894736842104,5.0,0,0,0,1,0,0,0,0,0,0,0,0
SMHI,2022-03-10,2022-03,0.0477094844723628,-0.07100536264104831,0.21150055230839834,0.3316398767385691,0.4018691588785046,0.0008186283427323995,-2.1479353948300943,0.00833766063835939,0.7066666666666668,9.0,0,0,0,0,0,0,0,1,0,0,0,0
PLAB,2022-03-10,2022-03,0.14707230417121014,0.10649966153556341,0.06901965695551115,0.24831159949232906,0.20841959972394775,-0.0016671060357326879,68.85885031303359,-0.037086834733893514,-0.049114791547687164,6.0,0,0,0,0,0,0,0,0,0,0,1,0
AMTX,2022-03-10,2022-03,0.04936237416915893,-0.13523775240837876,-0.09678254462690421,0.724162871684972,0.14782608695652177,0.0009326560178075122,-0.7836213746523639,0.5402004301468906,-0.8154269972451791,0.0,0,0,0,0,1,0,0,0,0,0,0,0
DMTK,2022-03-10,2022-03,0.005130704082413445,-0.33657889587093126,-0.1511490408539213,0.4922206506364921,-0.5844342331993106,-0.05440398857874664,-512.5695364238411,0.8444195574744948,-0.7636489288182446,1.0,0,0,0,0,0,0,1,0,0,0,0,0
LMNR,2022-03-10,2022-03,0.03611882555429755,-0.030441033334226295,-0.015966713043730138,0.026100587851077828,-0.07009646302250805,-0.004300343722868995,-9.620884289746002,0.009594943981614534,0.14799446749654233,8.0,1,0,0,0,0,0,0,0,0,0,0,0
DSP,2022-03-10,2022-03,0.242907915329285,-0.14261148916600572,0.2580795948413708,0.46499353536069155,-0.42971595047341593,-0.09242131827071089,-49.530092592592595,,-0.4725415070242657,2.0,0,0,0,0,0,0,0,0,0,0,1,0
AGS,2022-03-10,2022-03,0.2681305275166448,0.034727486340738176,0.14484825495979753,0.5062202393719704,0.02207792207792214,-0.08847711074206037,0.5196359268157457,0.03668493457107713,-0.16772554002541296,5.0,0,0,1,0,0,0,0,0,0,0,0,0
CTSO,2022-03-10,2022-03,0.35878502689509956,-0.3198115631231753,-0.11730117841519641,-0.09816016961174245,-0.611672278338945,-0.07721019254823781,-714.5540916880891,0.006057319700935704,0.034682080924855585,7.0,0,0,0,0,0,0,1,0,0,0,0,0
ECOR,2022-03-10,2022-03,0.09492680876893983,-0.5469056974459725,-5.58468509597175,0.6062223610714612,-0.484,-0.08383722830527864,,0.5571020734755163,-0.5142118863049097,2.0,0,0,0,0,0,0,1,0,0,0,0,0
AVGO,2022-03-10,2022-03,0.24479678793838086,0.15789052624841998,0.057024753161073395,0.15792637114951158,0.19088145896656528,-0.08026057030481809,5.730545876887341,0.017412935323383172,0.04611196188531563,7.0,0,0,0,0,0,0,0,0,0,0,1,0
COST,2022-03-10,2022-03,0.4217318240908082,0.27945483216940753,0.02553102301958149,0.15937367374745914,0.1433231746576813,-0.008227908304004565,44.5688622754491,0.0012382831548338746,-0.11559543474996248,6.0,0,0,0,1,0,0,0,0,0,0,0,0
MYE,2022-03-10,2022-03,0.43632532519930906,0.15958637226496153,0.04851405292249755,0.45183207606189124,-0.19327731092436973,0.006511209392651723,11.38759505703422,0.010987168999734287,0.1875,8.0,0,0,1,0,0,0,0,0,0,0,0,0
ESTC,2022-03-10,2022-03,0.3783707519290757,-0.1513499168819724,0.0006788489272556517,0.4253508576520384,-0.5117888419376568,-0.11962385589394188,-10.47076347512817,0.04375272339453384,-0.3340441545408931,4.0,0,0,0,0,0,0,0,0,0,0,1,0
ASRT,2022-03-10,2022-03,0.2914710592962116,0.08199218905444354,0.0299754315663714,0.1044538706256628,1.5254582484725052,-0.020676962274955826,1.4111143723706094,10.224492084085568,1.3145161290322576,9.0,0,0,0,0,0,0,1,0,0,0,0,0
LCTX,2022-03-10,2022-03,0.016700564324386262,-0.5410299258998659,-0.1011712516349691,2.2901408450704226,-0.4017094017094017,-0.1095419519321665,-49211.0,0.12067076207869842,0.021428571428571352,7.0,0,0,0,0,0,0,1,0,0,0,0,0
EMAN,2022-03-10,2022-03,0.08941364273477652,-0.4927292511623306,-0.10159128288163538,-0.06118198385837026,-0.5330739299610895,0.07095857343092976,-11.706227967097533,-0.04094342415349761,-0.05833333333333335,6.0,0,0,0,0,0,0,0,0,0,0,1,0
CLVT,2022-03-10,2022-03,0.06118332259822623,0.002339313608380042,0.03183699950779682,0.230555165390828,-0.4446550416982562,-0.03007015800426101,0.17960792613561205,0.6269367592767714,-0.31740614334470996,4.0,0,0,0,0,0,0,0,0,0,0,1,0
NNBR,2022-03-11,2022-03,0.15124995467111954,-0.020836901031662646,-0.009500853125085874,-0.07266357495715292,-0.43529411764705883,-0.020735588437940877,-0.7109917877447883,0.05181383909568171,-0.5277777777777777,2.0,0,0,0,0,0,0,0,1,0,0,0,0
WEYS,2022-03-11,2022-03,0.3869635210521956,0.12761985153553962,0.02333658976628351,0.6360159439701776,0.07953004970628119,0.05463378795463631,45.89642857142857,-0.009333333333333305,-0.05734616994558395,6.0,0,0,1,0,0,0,0,0,0,0,0,0
AEYE,2022-03-11,2022-03,0.627093780916317,-0.8815707222822072,-0.02078148009197693,0.1613595706618962,-0.5265866209262435,-0.3120458499641797,-1292.75,3.7018883324453915,0.04166666666666674,7.0,0,0,0,0,0,0,0,0,0,0,1,0
WTRH,2022-03-11,2022-03,0.28403323723403845,-0.032922297912644345,-0.10161818417569095,-0.17495997438360555,-0.5615384615384615,0.0033345297502576157,-1.0220525869380832,0.18182633630461686,-0.9703947368421053,0.0,0,0,1,0,0,0,0,0,0,0,0,0
JWN,2022-03-11,2022-03,0.6140489344909235,0.1432731508444962,0.050273114157127534,0.23072702331961592,-0.133107088989442,-0.0006765136994024129,2.0,0.009511731135066537,-0.2662026968247063,4.0,0,0,1,0,0,0,0,0,0,0,0,0
HBIO,2022-03-11,2022-03,0.41672005124919925,0.015683476174932248,-0.0003285611606110272,0.06684095016782865,-0.19559585492227982,-0.0012627507022125856,1.3415584415584416,0.047267203871997454,-0.5877616747181964,2.0,0,0,0,0,0,0,1,0,0,0,0,0
MASS,2022-03-11,2022-03,0.08904739638030555,-0.0961176634553405,-0.057922115073090245,1.7708588420500262,-0.49109832922486996,0.029320904846956375,-355.9516129032258,,-0.5764262648008611,2.0,0,0,0,0,0,0,1,0,0,0,0,0
WLDN,2022-03-11,2022-03,0.3444888976781214,0.004286547710521073,0.0038022492416625122,-0.048288388701404616,-0.25392670157068065,-0.02476281748989661,,0.03920587253920593,-0.4157894736842106,3.0,0,0,0,0,0,0,0,1,0,0,0,0
LEU,2022-03-11,2022-03,0.20003494060097834,-5.887931034482759,0.08215607161989213,-0.041980624327233595,0.1868460388639761,0.22047519217330538,,0.6117634385435742,-0.11435768261964752,6.0,0,0,0,0,0,1,0,0,0,0,0,0
SUNW,2022-03-11,2022-03,0.4161070496860524,-0.3265123821565017,-0.3740938689265883,2.6924691070179527,-0.5849335302806499,0.03264459940682253,-62.35958005249344,0.5828090358952374,-0.40569395017793597,3.0,0,0,0,0,0,0,0,0,0,0,1,0
SRNE,2022-03-11,2022-03,0.05738625078797613,-1.6673537619599883,-0.445558461515258,0.13654932637983475,-0.7247474747474747,-0.19808496613501664,-35.998141627543035,0.11455555721074351,-0.8577981651376148,0.0,0,0,0,0,0,0,1,0,0,0,0,0
APT,2022-03-11,2022-03,0.37746941211578633,0.1283865848326343,-0.05760351602166611,-0.5452979082669975,-0.49936948297604034,0.1455983288570576,,-0.043815728980047264,-0.015113350125944613,6.0,1,0,0,0,0,0,0,0,0,0,0,0
EGY,2022-03-11,2022-03,0.44783154053745866,0.5508014719640741,0.037222915346541575,3.4898463008680416,1.584677419354839,0.25660800486525526,7947.9,0.04433891701021064,-0.3042121684867395,4.0,0,0,0,0,1,0,0,0,0,0,0,0
ORCL,2022-03-11,2022-03,0.305824527815618,0.2263183385088744,0.03143854901294118,0.042439266236985684,-0.13224799286351485,0.008928242700931482,5.781659388646288,-0.0751802265705458,0.09136468774094086,7.0,0,0,0,0,0,0,0,0,0,0,1,0
OCX,2022-03-11,2022-03,0.008899306230141072,-0.3977002855854502,-0.32369742682245306,-4.856858846918489,-0.6717557251908397,-0.1623747359976937,-126.59808612440192,0.35721175964263985,-0.7829457364341086,0.0,0,0,0,0,0,0,1,0,0,0,0,0
PWP,2022-03-11,2022-03,0.41387557477304904,0.2649363188773254,0.5871382810636137,0.05164291945332944,-0.3226266952177016,-0.30676836593918927,9.451880094662108,-0.024675238421081436,-0.052687038988408874,6.0,0,0,0,0,0,1,0,0,0,0,0,0
CMT,2022-03-11,2022-03,0.22145565958905578,0.08533454626752908,0.013537061926133603,0.20637747110517557,-0.21307692307692305,0.0189617123390397,4.787629757785467,0.031707933299646385,0.4809384164222874,9.0,0,0,1,0,0,0,0,0,0,0,0,0
SMSI,2022-03-11,2022-03,0.39929439709375436,-0.17973349244232298,-0.06821149374090321,0.18216960618506883,-0.2997858672376873,-0.15104967165013275,-531.5882352941177,0.4931915099825548,-0.6422018348623854,1.0,0,0,0,0,0,0,0,0,0,0,1,0
ANIK,2022-03-11,2022-03,0.23866085430244435,-0.06437117926746434,0.016348146929146632,0.0958455702398433,-0.35404040404040416,-0.005467075258607046,,0.01029267609578488,0.018373729476153233,7.0,0,0,0,0,0,0,1,0,0,0,0,0
LOCO,2022-03-11,2022-03,0.3741711280478864,0.11879861560478686,0.08510130342885641,-0.012542935083060702,-0.350597609561753,-0.009672752392527689,24.257127192982455,0.008337923310543394,-0.034180543382997475,6.0,0,0,1,0,0,0,0,0,0,0,0,0
APP,2022-03-11,2022-03,0.2928507933458791,0.02795710346845424,0.035226421265885446,0.5563209417911998,-0.42426983716722666,-0.05467991892372922,1.4540661044877388,,-0.7214365881032547,1.0,0,0,0,0,0,0,0,0,0,0,1,0
TG,2022-03-11,2022-03,0.37631211037770446,0.33010463447203653,0.2401069537151724,0.22657670995304757,-0.06533864541832668,-0.07047388766654443,25.333727111636147,0.006313395769127261,-0.08354646206308614,6.0,0,0,0,0,0,0,0,1,0,0,0,0
FPH,2022-03-11,2022-03,0.029536411239215608,0.0011723352462218422,-0.19607279418910908,0.6310701338226739,-0.21501272264631044,0.029950627100387033,31.73404255319149,,-0.6564019448946515,1.0,0,0,0,0,0,0,0,0,0,1,0,0
VSEC,2022-03-11,2022-03,0.017967292212358935,-0.0037102061530442892,-0.05092421377909577,-1.3952180028129395,-0.08514684132685402,0.03921363702673103,-0.22423940976539833,0.15114058662152874,-0.05427251732101601,6.0,0,0,0,0,0,0,0,1,0,0,0,0
