Ticker,Current Price,Regular Market Change,52 Week High,52 Week Low,52 Week Change Percent,50 Day Average,200 Day Average,Volume,Market Volume,Beta,Market Cap,Forward PE,Trailing PE,Price to Book,Price To Sales 12 Months,Enterprise Value,Enterprise To EBITA,Enterprise To Revenue,Gross Margins,Profit Margins,Operating Margins,EBITA Margins,Return on Assets,Return on Equity,Net Income to Common,EBITA,Earnings Growth,Total Debt,Debt to Equity,Total Cash,Free Cashflow,Operating Cashflow,Current Ratio,Quick Ratio,Revenue Growth,Total Cash Per Share,Recommendation Mean,Target Mean Price
OMCC,5.18,-3.8568687,7.0,4.21,-7.8632474,5.4102,5.77145,12907,12907,1.021,34983776.0,,,0.66231936,2.937098,18931180.0,,1.589,0.66040003,-0.21787001,-0.32498002,0.0,-0.04221,-0.06482,-3612000.0,,,4578000.0,8.726,22034000.0,,-550000.0,6.346,5.776,5.205,3.263,,
OMCL,37.11,0.81499386,49.92,22.66,-24.708527,31.6506,32.34105,435747,435747,0.844,1665367680.0,20.616667,86.30232,1.3640374,1.4140368,1678635776.0,22.304,1.425,0.43816003,0.01691,0.02654,0.0639,0.0054400004,0.01625,19920000.0,75261000.0,-0.359,206784000.0,16.937,180052992.0,107405128.0,153260992.0,1.445,0.962,0.1,4.012,1.875,47.33333
OMDA,20.81,0.7748177,28.4,14.14,-10.217392,23.6439,20.984495,538298,538298,,1204628480.0,-538.56104,,5.5419436,5.184721,997174144.0,-58.551,4.292,0.64305997,-0.11271,-0.03694,-0.0733,,,-26187000.0,-17031000.0,,0.0,,198627008.0,,-9614000.0,3.635,3.435,0.495,3.43,1.66667,29.0
OMER,6.89,4.393939,13.6,2.95,54.929577,5.5626,5.70335,1220930,1220930,2.515,468904608.0,-2.9444444,,-1.808399,,802435456.0,-5.842,,0.0,0.0,0.0,0.0,-0.31063998,,-137108992.0,-137363008.0,,382011008.0,,28744000.0,-70526000.0,-118817000.0,0.815,0.41,,0.422,,28.0
OMEX,2.035,-7.499998,4.43,0.27,363.1579,2.2985,1.28165,1512856,1512856,-0.862,110010320.0,-2.188172,,-1.2515376,177.42226,83082296.0,-7.699,133.993,-2.97063,1.7428,-32.4097,0.0,-0.31714,,1080620.0,-10791788.0,,24673892.0,,3551429.0,-13002605.0,-7256742.0,0.13,0.117,-0.374,0.079,,
OMH,1.22,4.452059,4.33,0.25,191.27184,1.23418,1.47902,6585,6585,-0.323,28183382.0,-76.25,,0.4247911,2.5889482,1909227.0,-0.517,0.175,0.40476,-0.39826,-0.32616,-0.33907002,-0.25847,-0.84689003,-4335471.0,-3691179.0,,774846.0,12.3,1145829.0,-2183624.0,-3023451.0,0.928,0.788,1.261,0.486,,
OMSE,5.11,-2.6666641,9.86,3.27,-30.09321,4.9068,6.357738,14783,14783,,216912880.0,4.8899527,4.820755,1.5359184,1.0653508,162711696.0,2.601,0.799,0.33882,0.22011,0.2919,0.30722,0.23089,0.43712002,44816000.0,62552000.0,-0.422,7283000.0,5.411,73125000.0,25388124.0,40502000.0,5.106,3.646,-0.395,1.723,,10.0
ON,48.43,-0.22661847,74.52,31.04,-30.884235,50.0242,48.41865,5533510,5533510,1.571,19806609408.0,11.210648,66.34246,2.4830804,3.200913,20312449024.0,10.927,3.283,0.40208,0.051570002,0.18505,0.30043,0.05668,0.03891,319100000.0,1859000064.0,-0.326,3632800000.0,45.833,2872499968.0,1271750016.0,1784999936.0,5.231,3.189,-0.12,7.139,2.23529,58.66667
ONB,20.99,-0.19020882,24.49,16.83,-6.032169,21.5436,21.6256,1307276,1307276,0.845,8202324992.0,10.654822,12.347058,1.0152849,3.8856728,13861000192.0,,6.566,0.0,0.28732002,0.40651,0.0,0.00972,0.082650006,590371968.0,,0.043,7276959744.0,,1864416000.0,,758043008.0,,,0.478,4.771,,25.75
ONBPO,25.08,0.059841968,25.49,24.44,0.019955635,25.18604,25.002436,1814,1814,0.845,,,28.14815,1.213118,,15437769728.0,,7.313,0.0,0.28732002,0.40651,0.0,0.00972,0.082650006,590371968.0,,0.043,7276959744.0,,1864416000.0,,758043008.0,,,0.478,4.771,,
ONBPP,25.08,-0.05977043,25.65,24.4,-0.53507686,25.22788,25.113344,2767,2767,0.845,,,28.14815,1.213118,,15449492480.0,,7.319,0.0,0.28732002,0.40651,0.0,0.00972,0.082650006,590371968.0,,0.043,7276959744.0,,1864416000.0,,758043008.0,,,0.478,4.771,,
ONC,343.65,4.3894234,355.3,170.99,70.006195,327.3748,275.38892,234584,234584,0.464,39437152256.0,53.2073,648.39624,9.206226,7.930753,470554869760.0,1433.871,94.628,0.86191005,0.013789999,0.1155,0.06599,0.01689,0.018099999,68550000.0,328171008.0,,1019985984.0,24.701,4036868096.0,349757728.0,785393024.0,2.392,2.085,0.41,2.806,1.51852,394.772
ONCH,10.3766,0.015424246,10.629,10.18,1.5166283,10.334857,10.334857,2066,2066,,223745440.0,,,-576.47784,,,,,0.0,0.0,0.0,0.0,,,-239184.0,,,242532.0,,,,0.0,0.064,,,,,
ONCHU,10.63,0.0,11.354,10.2,3.8085938,10.52214,10.490457,4327,4327,,,,,-590.5556,,,,,0.0,0.0,0.0,0.0,,,-239184.0,,,242532.0,,,,0.0,0.064,,,,,
ONCHW,0.93,0.0,0.93,0.93,,,,3,3,,,,,-51.666668,,,,,0.0,0.0,0.0,0.0,,,-239184.0,,,242532.0,,,,0.0,0.064,,,,,
ONCO,2.73,0.73800665,181.9,2.45,-98.1885,3.22524,10.002335,13189,13189,3.42,4245177.0,-3.2117646,0.0013355772,0.46610895,3.1991773,12658314.0,-2.492,9.539,0.66446,0.0,-12.59618,0.0,-0.08609,,-44390480.0,-5080406.0,,8752971.0,148.11,283515.0,-3822772.0,-5474201.0,0.073,0.027,-0.849,0.183,,
ONCY,1.08,0.9345785,1.51,0.33,-4.464287,1.2254,0.8502,381089,381089,0.868,112883448.0,-3.6,,17.142857,,93648392.0,-3.026,,0.0,0.0,0.0,0.0,-0.74556,-2.49279,-30412000.0,-30944000.0,,888000.0,14.584,14626000.0,-13822625.0,-24647000.0,2.881,2.241,,0.146,1.85714,4.5853753
ONDS,5.8,-1.1908215,11.7,0.57,649.0446,7.3528,3.105315,78666721,78666721,2.378,2137009024.0,-23.2,,13.211845,132.47508,1266321792.0,-39.861,78.5,0.35654998,-2.774,-1.4743401,-1.96935,-0.19586,-0.67775,-49554472.0,-31768350.0,,23363842.0,20.739,67567976.0,-19208786.0,-32257824.0,2.897,2.388,5.549,0.308,1.71429,9.5
ONEG,10.15,0.69444144,13.5,1.48,235.99998,11.6496,6.06352,490346,490346,,162400000.0,,126.875,10.867237,3.0523448,154323008.0,91.424,2.901,0.0736,0.01688,0.011030001,0.03173,0.02252,0.10107,898000.0,1688000.0,,24250000.0,199.736,967000.0,-5921625.0,-5114000.0,3.078,3.065,-0.239,0.074,,
ONEQ,,-0.29147863,94.49,58.12,21.865547,89.3282,79.12015,203243,203243,,609576000.0,,34.09803,1.7286493,,,,,,,,,,,,,,,,,,,,,,,,
ONEW,15.08,0.6675593,25.67,11.58,-36.79325,15.708,15.623625,179981,179981,1.609,246866000.0,5.4836364,,0.62559634,0.1379098,1165808000.0,14.897,0.651,0.23278,-0.00607,0.055949997,0.043720003,0.022249999,-0.034479998,-10873000.0,78256000.0,-0.343,992113984.0,252.299,71535000.0,109386752.0,109152000.0,1.226,0.258,0.019,4.37,,17.5
ONFO,1.14,3.6363602,1.95,0.606,-0.90090036,1.1063,1.105565,15119,15119,1.862,6689674.0,,,1.9063545,0.6365827,9219458.0,-8.154,0.877,0.59099,-0.19272,-0.15064,-0.10759,-0.1684,-0.43210998,-2413211.0,-1130610.0,,2670104.0,59.464,514259.0,-1537045.0,-979780.0,0.499,0.411,0.823,0.1,,
ONFOW,0.16,-8.361975,0.16,0.133,,,,5100,5100,1.862,,,,0.26755852,,,,,0.59099,-0.19272,-0.15064,-0.10759,-0.1684,-0.43210998,-2413211.0,-1130610.0,,2670104.0,59.464,514259.0,-1537045.0,-979780.0,0.499,0.411,0.823,0.1,,
ONMD,1.49,-3.870964,4.22,0.3,63.15789,1.65332,0.8642,235773,235773,1.091,68682512.0,,,-17.951809,149.6351,71726256.0,-7.696,156.266,-1.21133,0.0,-13.30968,0.0,-3.47913,,-3431000.0,-9320000.0,,400000.0,,122000.0,3337750.0,-8162000.0,0.368,0.061,-0.317,0.003,,
ONMDW,0.0934,3.6626015,0.1097,0.0815,,,,10224,10224,1.091,,,,-1.1253012,,,,,-1.21133,0.0,-13.30968,0.0,-3.47913,,-3431000.0,-9320000.0,,400000.0,,122000.0,3337750.0,-8162000.0,0.368,0.061,-0.317,0.003,,
OOQB,,-1.8546788,19.15,8.75,7.164645,17.13744,15.063772,476,476,,,,30.570435,,,,,,,,,,,,,,,,,,,,,,,,,
OOSB,,-2.9813592,19.352,9.478,7.705796,17.35178,15.426897,368,368,,,,25.269749,,,,,,,,,,,,,,,,,,,,,,,,,
OP,1.43,-0.69445205,79.25,1.07,-96.054794,1.4345,16.695475,96360,96360,1.165,44503708.0,,,0.0058783144,2.2898743,-25321594.0,5.133,-1.303,0.19469999,-0.96676004,-1.17232,-0.25382,-0.08008,-0.23819,-21319000.0,-4933000.0,,0.0,,25765000.0,5475625.0,-1302000.0,7.048,6.729,-0.543,84.629,,
OPAL,2.26,-0.87719214,4.08,1.26,-38.378376,2.3635,2.40765,238547,238547,1.076,391873184.0,2.935065,113.0,8.75969,1.1902248,865860288.0,40.871,2.63,0.25417998,0.03387,0.0354,0.06434,-0.00057,0.0312,683000.0,21185000.0,-0.413,354444992.0,73.415,30012000.0,-118445872.0,41133000.0,1.471,1.183,-0.008,1.035,2.66667,3.30857
OPBK,13.18,-0.52829957,18.57,10.43,-18.411333,13.837,13.11905,30841,30841,0.682,196192400.0,8.845637,8.341772,0.8857527,2.2529874,118093384.0,,1.356,0.0,0.27063,0.46225,0.0,0.00942,0.11088,23486000.0,,0.25,87712000.0,,166852992.0,,28005000.0,,,0.148,11.209,,16.5
OPCH,28.65,1.6498142,35.53,21.39,23.3698,27.776,30.6485,4500557,4500557,0.813,4547692032.0,22.738094,22.738094,3.376149,0.8222945,5433746432.0,13.541,0.983,0.19408001,0.03783,0.05889,0.07256,0.06034,0.15025,209214000.0,401284992.0,0.032,1276205056.0,93.931,316340000.0,174210752.0,258678000.0,1.557,0.995,0.122,1.993,1.54545,35.3
OPEN,8.48,6.398993,10.87,0.508,350.28247,7.7543,2.97482,222636939,222636939,3.592,6553729536.0,-31.407404,,8.068505,1.3887962,6984578560.0,-45.951,1.48,0.0801,-0.06718,-0.071040004,-0.03221,-0.04009,-0.39330003,-317000000.0,-152000000.0,,1787000064.0,220.345,962000000.0,732124992.0,899000000.0,2.83,1.053,-0.336,1.245,3.44444,2.65
OPK,1.33,0.0,2.04,1.11,-17.391306,1.4548,1.4605,3288493,3288493,1.344,1021042688.0,-4.5862074,,0.7832745,1.5902432,1004490688.0,-8.673,1.564,0.1893,-0.28096,-0.35287,-0.18038,-0.061479997,-0.13319,-180396000.0,-115814000.0,-0.126,395420000.0,30.289,411972000.0,-129739872.0,-197030000.0,3.704,3.054,-0.126,0.537,2.0,3.55833
OPPJ,,-1.0169395,44.98,30.0,29.255474,42.3038,37.3639,15125,15125,,,,12.10412,,,,,,,,,,,,,,,,,,,,,,,,,
OPRA,13.62,-2.4355311,22.5,12.83,-23.882221,17.2344,17.5183,490052,490052,1.163,1221006464.0,11.74138,15.133333,1.2884306,2.0927389,1141268864.0,11.346,1.956,0.51069,0.13928,0.14848,0.17241,0.05473,0.08741,81265000.0,100590000.0,0.039,8824000.0,0.931,119042000.0,67790000.0,99161000.0,2.305,2.246,0.233,1.328,1.14286,25.5
OPRT,4.74,0.0,9.245,2.82,52.41158,5.8955,6.065,228587,228587,1.242,209171552.0,5.3863635,6.5833325,0.5444521,0.29352346,2837048576.0,,3.981,0.95052004,0.04291,0.06429,0.0,0.0095,0.08597,30580000.0,,,2743802112.0,714.804,115925000.0,,395991008.0,53.481,51.185,-0.062,2.627,2.16667,8.66667
OPRX,15.89,-3.755299,22.25,3.78,182.70547,18.8436,12.68315,322619,322619,1.076,296199968.0,32.42857,1589.0001,2.4163625,2.7048743,316846176.0,28.588,2.893,0.65309995,0.00031,0.07864,0.101210006,0.025179999,0.00029,34000.0,11083000.0,,28608000.0,23.399,19519000.0,10678750.0,11825000.0,3.05,2.897,0.223,1.047,1.42857,22.66667
OPT,3.41,0.0,6.3,3.03,-17.353367,3.41,3.62407,0,0,1.665,583100736.0,-1.8432432,,-20.920246,3993.8406,4397341184.0,-28.232,30118.773,1.0,0.0,23549.332,0.0,-0.79279,,-162791008.0,-155755008.0,,246992992.0,,48443000.0,-165902880.0,-158644000.0,0.22,0.217,,0.039,,1.0
OPTX,2.22,4.716988,5.1,0.845,42.28188,2.0281,1.642755,64738,64738,-1.055,81962896.0,,,7.449664,2.8443015,89555328.0,49.155,3.108,0.23345,-0.054569997,-0.0223,0.06322,-0.02315,-0.13586001,-1572617.0,1821898.0,,11571531.0,105.064,287085.0,-1482455.0,1182294.0,1.422,0.614,-0.064,0.008,,
OPTXW,0.2001,-10.429719,0.2375,0.2001,,,,35362,35362,-1.055,,,,0.6714765,,,,,0.23345,-0.054569997,-0.0223,0.06322,-0.02315,-0.13586001,-1572617.0,1821898.0,,11571531.0,105.064,287085.0,-1482455.0,1182294.0,1.422,0.614,-0.064,0.008,,
OPTZ,,1.8024746,35.913,23.25,15.048099,34.9185,30.901665,20,20,,,,20.996191,,,,,,,,,,,,,,,,,,,,,,,,,
OPXS,14.95,-5.618689,17.76,5.36,93.643036,14.1597,9.890475,40823,40823,0.582,103358664.0,,19.933332,4.4520545,2.6179342,106270640.0,15.413,2.692,0.28026,0.13009,0.17201,0.17464,0.14718,0.25136,5136000.0,6895000.0,0.219,1991000.0,8.606,4871000.0,4279000.0,6121000.0,5.138,1.95,0.226,0.707,,
ORBS,3.6,-8.860764,83.12,0.976,106.806274,9.9429,3.50067,1649063,1649063,2.836,676714496.0,,,1.2303485,15.424882,42723984.0,-9.802,0.974,0.12144,-0.21425,-0.1592,-0.09936,-0.08737001,-0.8796,-9641693.0,-4358921.0,,31837256.0,374.808,725496.0,-2875523.0,-5132921.0,0.298,0.06,0.434,0.238,,
ORCX,,-3.7433128,60.53,9.05,36.429966,39.87354,26.493954,1228531,1228531,,,,42.59091,,,,,,,,,,,,,,,,,,,,,,,,,
ORGN,0.53,-5.25564,1.36,0.4,-55.28,0.56766,0.650925,348988,348988,0.917,79446368.0,-1.5142857,,0.25070953,2.7713528,20259196.0,-0.38,0.707,0.01284,0.0,-2.57457,-1.85771,-0.103199996,-0.25499,-89473000.0,-53255000.0,,7485000.0,2.406,69401000.0,-37319124.0,-34866000.0,6.372,5.643,-0.173,0.472,,
ORGNW,0.019,-1.0416745,0.0249,0.0184,,,,51306,51306,0.917,,,,0.008987701,,,,,0.01284,0.0,-2.57457,-1.85771,-0.103199996,-0.25499,-89473000.0,-53255000.0,,7485000.0,2.406,69401000.0,-37319124.0,-34866000.0,6.372,5.643,-0.173,0.472,,
ORGO,6.5,-0.6116202,7.0771,2.61,89.565216,4.4554,4.226725,2145027,2145027,1.494,824928960.0,-162.5,,3.233831,1.7732096,937921408.0,47.961,2.016,0.74495006,0.0021600001,0.14692001,0.04204,0.0018000001,0.00302,-9225000.0,19556000.0,0.222,40810000.0,10.573,63745000.0,-52047624.0,-38792000.0,3.319,2.575,0.31,0.502,1.0,8.0
ORIC,12.88,3.3707871,14.93,3.895,21.442497,12.0517,9.248075,1216512,1216512,1.309,1250944000.0,-6.3448277,,3.426443,,935724416.0,-6.302,,0.0,0.0,0.0,0.0,-0.27685,-0.43822,-137248992.0,-148484000.0,,8085000.0,2.495,282512992.0,-72467752.0,-120226000.0,16.129,15.652,,2.909,1.16667,18.27273
ORIQ,10.16,0.0,10.2,9.98,1.6000032,10.071333,10.071333,194,194,,87630000.0,,,-147.24638,,,,,0.0,0.0,0.0,0.0,,,-32872.0,,,355948.0,,,,0.0,1.066,,,,,
ORIQU,10.18,-1.1650474,10.5,9.98,2.6052117,10.17988,10.116576,250,250,,,,,-147.53624,,,,,0.0,0.0,0.0,0.0,,,-32872.0,,,355948.0,,,,0.0,1.066,,,,,
ORIQW,0.21,0.0,0.21,0.21,,,,46,46,,,,,-3.0434783,,,,,0.0,0.0,0.0,0.0,,,-32872.0,,,355948.0,,,,0.0,1.066,,,,,
ORIS,0.1259,-10.709221,56.01,0.076,-97.5,0.1626,0.65058,5716621,5716621,,4634694.0,,0.74058825,0.039529044,0.3086915,-39715236.0,-12.525,-2.645,0.26176,0.13906999,-0.01271,0.21120001,0.01859,0.03136,2088000.0,3171000.0,,196000.0,0.28,43015000.0,2509250.0,3236000.0,24.805,23.787,-0.191,1.954,,
ORKA,28.2,0.85837513,29.64,5.49,7.1264386,21.653,14.28585,348575,348575,,1364433152.0,-17.515528,,3.0995827,,723973824.0,,,0.0,0.0,0.0,0.0,,,-77434448.0,,,2326000.0,0.677,328406016.0,,-95907904.0,27.416,27.119,,8.769,,44.4
ORKT,1.238,4.0336113,17.84,1.06,-90.58545,2.00886,2.755875,27076,27076,,7229610.0,,,0.76846683,1.6080905,1677729.0,-0.15,0.373,0.30929002,-2.41713,-1.5444599,-2.49011,-0.99934995,-2.17271,-10866851.0,-11194952.0,,376776.0,4.056,5562931.0,,,5.208,3.62,0.216,0.964,,
ORLY,99.22,1.1416949,108.72,78.3,18.971586,101.8228,94.8492,4123896,4123896,0.621,83752009728.0,2.2078328,34.45139,-93.958336,4.7958922,91003756544.0,23.518,5.211,0.51474,0.14225,0.20742,0.22158001,0.13656001,,2484105984.0,3869545984.0,0.126,8401655808.0,,204512992.0,1004949888.0,2752987904.0,0.757,0.092,0.078,0.242,1.62963,109.91667
ORMP,2.42,5.2173967,3.09,1.82,-2.5641024,2.3602,2.24775,270494,270494,1.185,96432728.0,-30.250002,,0.639704,48.216366,-4485792.0,0.332,-2.243,0.0064999997,0.0,-6.8365,0.0,-0.04941,-0.14692001,-24162000.0,-13530000.0,0.409,912000.0,0.594,97940000.0,-4513625.0,-16066000.0,26.815,26.686,,2.389,,3.25
ORR,,0.58479106,32.985,25.63,25.531912,31.60958,29.26345,91271,91271,,,,13.468286,,,,,,,,,,,,,,,,,,,,,,,,,
ORRF,34.27,0.17539133,41.65,25.57,-16.844923,34.1326,32.29485,76802,76802,0.811,668222848.0,7.896313,8.720101,1.1684681,2.7021174,777187904.0,,3.143,0.0,0.29539,0.48049,0.0,0.013350001,0.13426,73048000.0,,,309606016.0,,199471008.0,,66605000.0,,,0.269,10.23,,41.0
OS,22.88,-3.6225808,35.0,16.51,-29.134327,18.9705,23.016,2479548,2479548,,5578413056.0,208.0,,9.097415,9.77508,3918485760.0,-29.317,6.866,0.67907,-0.145,-0.11314,-0.23421,-0.10074,-0.22223,-82747000.0,-133661000.0,,17697000.0,3.144,653851008.0,139790368.0,96043000.0,2.367,2.259,0.195,3.477,1.45,28.73684
OSBC,18.43,0.05429006,19.46,14.14,-0.967741,17.902,17.4195,228407,228407,0.829,970693824.0,10.126373,12.4527025,1.1198882,3.360756,1140087168.0,,3.947,0.0,0.24455,0.19618,0.0,0.01116,0.09245,70633000.0,,-0.64,290795008.0,,120875000.0,,102020000.0,,,0.096,2.295,,22.08333
OSCG,10.706,5.3740206,17.81,10.16,-29.962624,13.6775,13.6775,21609,21609,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,
OSCX,,2.854516,32.26,10.62,-42.921776,21.066,21.066,165730,165730,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSIS,286.96,0.50082046,288.64,149.68,86.43813,247.9666,221.0196,210101,210101,1.343,4871969792.0,29.192268,32.42486,5.150221,2.7779791,5448509952.0,20.714,3.107,0.33577,0.08682,0.09309,0.14998001,0.0625,0.17577,152256992.0,263039008.0,0.124,725233984.0,76.667,124416000.0,112061504.0,151888992.0,1.866,1.203,0.118,7.328,1.5,290.83334
OSPN,12.9,1.8957328,20.36,11.0,-27.115715,15.1392,15.74575,484966,484966,1.514,490549888.0,9.626865,8.657718,2.0544672,2.031801,404644384.0,6.829,1.676,0.74036,0.24084999,0.16165,0.24541001,0.098409995,0.26864,58149000.0,59251000.0,-0.19,8775000.0,3.682,85554000.0,46798124.0,59311000.0,1.75,1.441,0.014,2.25,1.8,16.75
OSRH,0.5632,-2.4930756,13.4,0.453,-94.76923,0.62758,1.89189,460398,460398,1.417,12156875.0,,,0.13327023,116.07271,70630000.0,16.884,674.369,-2.68223,0.0,-4.6051097,39.94094,,,-7839426.0,4183214.0,,4296050.0,3.087,1584406.0,,-1752633.0,0.181,0.147,0.288,0.073,,
OSRHW,0.0529,0.0,0.0529,0.0529,,,,20,20,1.417,,,,0.012517748,,,,,-2.68223,0.0,-4.6051097,39.94094,,,-7839426.0,4183214.0,,4296050.0,3.087,1584406.0,,-1752633.0,0.181,0.147,0.288,0.073,,
OSS,5.61,3.3149228,7.199,1.85,128.15125,5.6486,4.1371,321371,321371,,137531920.0,-280.5,,4.686717,2.2821565,133110240.0,-24.644,2.209,0.29007998,-0.114659995,0.0304,-0.08963,-0.09086,-0.24260001,-6909658.0,-5401422.0,,6499140.0,24.674,6508020.0,-5173011.0,-7177258.0,2.798,1.44,0.369,0.265,1.0,8.33333
OST,1.695,0.0,235.0,1.35,-97.46068,1.6978,45.64135,57054,57054,0.683,8978754.0,,,0.077115566,0.23422886,32611294.0,-5.312,0.851,0.07038,-0.27652,-0.23392999,-0.16016,-0.12776,-1.28441,-10599804.0,-6139618.0,,30973920.0,533.162,1699634.0,,,0.522,0.154,0.392,13.945,,
OSUR,2.46,5.5794044,4.31,2.3,-43.719803,3.0476,3.14105,517369,517369,0.735,176464480.0,-15.375001,,0.49111602,1.4038208,-35873876.0,0.687,-0.285,0.40605,-0.47922,-0.58017,-0.41532,-0.08804,-0.15298,-60239000.0,-52207000.0,,13465000.0,3.72,216478000.0,-4101000.0,-39918000.0,7.032,5.982,-0.321,3.018,2.33333,4.5
OSW,21.68,-0.77803236,23.49,14.21,13.153803,21.556,20.149176,373940,373940,1.051,2210327808.0,21.465347,30.97143,3.9985247,2.3612595,2295824640.0,20.707,2.453,0.12934,0.078990005,0.10244001,0.11844,0.07317,0.13532,73944000.0,110872000.0,0.15,97895000.0,17.709,29730000.0,51872124.0,80115000.0,1.841,0.921,0.07,0.292,1.0,26.5
OTEX,34.94,0.54675865,39.9,22.79,15.486872,37.2746,30.34885,658077,658077,1.076,8805266432.0,8.419276,18.293194,2.1888115,1.6973894,14143257600.0,9.331,2.726,0.76089996,0.096020006,0.22502,0.29217,0.04868,0.1232,498116000.0,1515649024.0,0.832,6630564864.0,167.746,1091748992.0,954342144.0,1056187008.0,0.868,0.747,0.015,4.41,2.75,40.45455
OTGA,10.06,-0.04966876,10.111,10.01,0.34894943,10.059,10.059,64382,64382,,347321504.0,,,5030.0,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,
OTGAU,10.23,0.097840264,10.29,10.0,2.1999955,10.116333,10.116333,8707,8707,,,,,5114.9995,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,
OTGAW,0.39,1.1148558,0.3873,0.3601,,,,2008,2008,,,,,194.99998,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,
OTGL,,3.0102048,10.095,8.893,10.179842,9.50834,9.358643,2,2,,,,9.129264,,,,,,,,,,,,,,,,,,,,,,,,,
OTLK,1.24,-1.5873001,6.61,0.79,-79.904305,1.1484,1.591455,352592,352592,0.22,55080216.0,-0.4824903,,-1.4502923,36.59032,81765496.0,-1.128,54.318,0.0,0.0,-10.462,0.0,-1.30651,,-43440812.0,-72508400.0,,34697704.0,,8900814.0,-28479210.0,-56434136.0,0.67,0.338,,0.2,,6.25
OTLY,14.36,-6.7532463,18.84,6.0,11.432707,15.8884,12.804375,130017,130017,1.947,435490784.0,-79.77777,,23.311687,0.5165989,9830477824.0,-211.978,11.661,0.30596,-0.26670998,-0.05509,-0.05501,-0.05757,-1.79407,-224834000.0,-46375000.0,,547576000.0,2753.852,58903000.0,-29604376.0,-27595000.0,0.423,0.285,0.071,0.097,1.85714,20.66667
OTTR,85.75,1.239673,86.22,71.66,6.0606003,80.673,79.62755,173370,173370,0.569,3593398272.0,15.230906,12.953173,1.9620631,2.7661314,4213171456.0,9.106,3.243,0.42966998,0.21475,0.29767,0.35615003,0.05899,0.16103001,278968992.0,462657984.0,-0.084,1043436992.0,56.973,379663008.0,-9819625.0,418904992.0,3.573,2.648,-0.037,9.06,2.33333,83.0
OUST,24.81,-3.3502166,41.65,6.34,162.74309,30.4078,19.2482,2016148,2016148,2.964,1488729472.0,-12.161765,,6.011631,10.843053,1311714944.0,-13.357,9.554,0.41856,-0.64166,-0.61355996,-0.71524,-0.21736999,-0.42033002,-88099000.0,-98201000.0,,15899000.0,6.425,244518000.0,1888875.0,-27091000.0,3.255,2.944,0.408,4.075,1.0,39.5
OUSTZ,0.085,2.5331705,0.0905,0.0801,,,,41186,41186,2.964,,,,0.020596076,,,,,0.41856,-0.64166,-0.61355996,-0.71524,-0.21736999,-0.42033002,-88099000.0,-98201000.0,,15899000.0,6.425,244518000.0,1888875.0,-27091000.0,3.255,2.944,0.408,4.075,,
OVBC,35.48,0.7954511,40.99,21.86,43.380856,36.3902,33.04275,7848,7848,0.011,167146320.0,,11.826667,1.0165898,2.6030793,122006232.0,,1.9,0.0,0.22054,0.25753,0.0,0.0092400005,0.08947,14161000.0,,0.114,45495000.0,,89316000.0,,,,,0.049,18.959,,
OVID,1.35,0.0,2.01,0.243,8.870972,1.4368,0.71779,665884,665884,0.076,95997840.0,-3.4615386,,1.7197452,14.433595,71749840.0,-1.741,10.788,1.0,0.0,-0.80883,0.0,-0.26707,-0.52771,-37517000.0,-41205000.0,,14099000.0,25.272,38347000.0,-26477624.0,-40069000.0,4.716,4.297,36.112,0.539,,4.01429
OVLY,28.95,1.5789502,32.24,22.7,-4.4586,27.7988,26.61965,4865,4865,0.248,242908480.0,,10.193663,1.2852957,3.0446146,44258548.0,,0.555,0.0,0.29563,0.40179002,0.0,,,23586000.0,,-0.09,7768000.0,,198860000.0,,,,,0.005,24.081,,
OWLS,9.03,0.0,90.0,7.48,-83.74437,15.739722,15.739722,41672,41672,,798050368.0,,,-170.37735,105.427925,735499648.0,-84.018,97.165,0.13302,-1.35673,-1.3746699,-1.1564801,-0.28325,,-10269908.0,-8754089.0,,9789821.0,,4511377.0,-5391577.0,-9070280.0,0.794,0.231,0.147,0.056,,
OXBR,1.41,7.9715133,5.81,1.25,-51.80812,1.88892,2.24062,14306,14306,,10766650.0,-70.5,,1.8926173,4.4435205,10634286.0,-3.463,4.389,-0.052410003,-1.0974,-0.26357,-1.26733,-0.23745,-0.56284,-2659000.0,-3070750.0,,1396000.0,24.638,726000.0,-4817625.0,-3206000.0,4.453,1.014,2.146,0.095,,5.0
OXBRW,0.34,0.0,0.34,0.33,,,,1,1,,1949420.0,,0.24045262,0.45637584,0.8045481,,,,-0.052410003,-1.0974,-0.26357,-1.26733,-0.23745,-0.56284,-2659000.0,-3070750.0,,1396000.0,24.638,726000.0,-4817625.0,-3206000.0,4.453,1.014,2.146,0.095,,
OXLC,15.21,1.0631218,27.4,14.49,-43.73832,16.5258,20.65795,697445,697445,0.704,1477027712.0,22.043478,34.568184,0.7044928,3.4306471,1790173056.0,,4.158,1.0,0.11255,0.72585,0.0,0.084910005,0.03098,48457780.0,,,702408320.0,35.896,295348960.0,256568304.0,-703797120.0,1.772,1.769,0.456,3.259,1.0,18.0
