Ticker,Date,Gross_Profitability,ROIC,FCF_Yield,y_target,Sector_Basic Materials,Sector_Business Services,Sector_Consumer Cyclical,Sector_Consumer Defensive,Sector_Energy,Sector_Financial Services,Sector_Healthcare,Sector_Industrials,Sector_Other,Sector_Real Estate,Sector_Technology,Sector_Utilities
TBI,2021-10-25,0.5093534113956142,0.1145290275821741,0.012917562329497,0.0,0,0,0,0,0,0,0,1,0,0,0,0
TSLA,2021-10-25,0.1871736348860531,0.1216437459070072,0.0040818415870441,1.0,0,0,1,0,0,0,0,0,0,0,0,0
ARE,2021-10-25,0.049594032897415,0.0196025965832521,-0.1493711431010446,1.0,0,0,0,0,0,0,0,0,0,1,0,0
NWE,2021-10-25,0.1412176766972218,0.0554885373466376,-0.061614115040297,5.0,0,0,0,0,0,0,0,0,0,0,0,1
CDNS,2021-10-25,0.632260805078461,0.2611803278468378,0.0205486864918028,6.0,0,0,0,0,0,0,0,0,0,0,1,0
FCFS,2021-10-25,0.361909276675628,0.1027718719984419,0.0207996462319739,8.0,0,0,1,0,0,0,0,0,0,0,0,0
TNET,2021-10-25,0.2828282828282828,0.3021472392638036,0.0830819012637194,4.0,0,0,0,0,0,0,0,1,0,0,0,0
DALN,2021-10-25,-0.045461961861709116,-0.2943526463844171,-0.1457006199191612,2.0,0,0,1,0,0,0,0,0,0,0,0,0
AZO,2021-10-25,0.5316670706980525,0.848008688229419,0.071533143109948,9.0,0,0,1,0,0,0,0,0,0,0,0,0
QSR,2021-10-25,0.1630757152826238,0.1093454631379962,0.0793340745860504,9.0,0,0,1,0,0,0,0,0,0,0,0,0
HSII,2021-10-25,0.2245317467679774,0.261368685135376,0.1741069771331641,0.0,0,0,0,0,0,0,0,1,0,0,0,0
RSTRF,2021-10-25,0.1630757152826238,0.1093454631379962,0.1181066228268623,8.0,0,0,1,0,0,0,0,0,0,0,0,0
KMB,2021-10-25,0.3497046413502109,0.2831381490309876,0.0594296059275616,7.0,0,0,0,1,0,0,0,0,0,0,0,0
LII,2021-10-25,0.5699081704732752,0.6653593385626457,0.0421865868800786,3.0,0,0,0,0,0,0,0,1,0,0,0,0
WM,2021-10-26,0.2310599493776221,0.1412887592107215,0.0385525089362201,7.0,0,0,0,0,0,0,0,1,0,0,0,0
PHM,2021-10-26,0.2850092639500738,0.2322692109745025,0.0780726285562235,5.0,0,0,1,0,0,0,0,0,0,0,0,0
RTX,2021-10-26,0.0706421787216889,0.0362704741069115,0.0266981747267613,7.0,0,0,0,0,0,0,0,1,0,0,0,0
ENPH,2021-10-26,0.2300485524831357,0.1417187046397522,0.0124475876704412,9.0,0,0,0,0,0,0,0,0,0,0,1,0
MEDP,2021-10-26,0.2048152894189049,0.221301992573086,0.0355185970493111,7.0,0,0,0,0,0,0,1,0,0,0,0,0
ELS,2021-10-26,0.1329487380215421,0.0853556404193608,-0.0263978151985118,3.0,0,0,0,0,0,0,0,0,0,1,0,0
PII,2021-10-26,0.3641254132188982,0.3128251773694742,0.0330830248545743,6.0,0,0,1,0,0,0,0,0,0,0,0,0
OTIS,2021-10-26,0.3978227654698243,0.9279717189571366,0.0466953856942307,5.0,0,0,0,0,0,0,0,1,0,0,0,0
ST,2021-10-26,0.1481763502265437,0.0893626208949654,0.0599019833712032,2.0,0,0,0,0,0,0,0,0,0,0,1,0
META,2021-10-26,0.5355367514815579,0.352002099580084,0.0402930454865138,0.0,0,0,0,0,0,0,0,0,0,0,1,0
ENTG,2021-10-26,0.3304631881219344,0.1984122373290666,0.0167838450597395,1.0,0,0,0,0,0,0,0,0,0,0,1,0
AJRD,2021-10-26,0.1670052480108346,0.2440345821325648,0.0832491268068438,8.0,0,0,0,0,0,0,0,1,0,0,0,0
OI,2021-10-26,0.1273100616016427,0.1106870229007633,0.2576425799534474,9.0,0,0,1,0,0,0,0,0,0,0,0,0
DAN,2021-10-26,0.1214200871057146,0.0953630796150481,-0.0474773295751278,1.0,0,0,1,0,0,0,0,0,0,0,0,0
PNR,2021-10-26,0.2849445537470935,0.1999670944389601,0.0455672797187327,0.0,0,0,0,0,0,0,0,1,0,0,0,0
LMT,2021-10-26,0.1616033022780317,0.4155362590941093,0.0558830812929645,9.0,0,0,0,0,0,0,0,1,0,0,0,0
SMPL,2021-10-26,0.1996699179472736,0.1058762782270699,0.0329476936648135,6.0,0,0,0,1,0,0,0,0,0,0,0,0
LUV,2021-10-26,0.1038534087846941,0.0166604616530156,0.0376597968003725,3.0,0,0,0,0,0,0,0,1,0,0,0,0
MSFT,2021-10-26,0.3618619155799629,0.3618621690879152,0.0252069331913364,4.0,0,0,0,0,0,0,0,0,0,0,1,0
NEU,2021-10-26,0.2427987507057232,0.1688158613514426,0.0321887819790117,6.0,1,0,0,0,0,0,0,0,0,0,0,0
SSTK,2021-10-26,0.5742489392838843,0.2550137293217883,0.0439727278192025,0.0,0,0,0,0,0,0,0,0,0,0,1,0
AIMC,2021-10-26,0.1632702105161972,0.0754689027823046,0.0671106769478321,4.0,0,0,0,0,0,0,0,1,0,0,0,0
RRC,2021-10-26,0.0764456776280025,-0.0319701554412174,0.0222487958732233,8.0,0,0,0,0,1,0,0,0,0,0,0,0
CLF,2021-10-26,0.1939001439167497,0.3236514522821577,0.0619282617891104,0.0,1,0,0,0,0,0,0,0,0,0,0,0
PLD,2021-10-26,0.0592154013905056,0.0273338303415302,0.006678528209559,4.0,0,0,0,0,0,0,0,0,0,1,0,0
CSL,2021-10-26,0.1702145702937268,0.0907113611439375,0.0356357739612965,9.0,0,0,1,0,0,0,0,0,0,0,0,0
SPGI,2021-10-26,0.4186095953511445,0.430866073366616,0.0335307960393241,1.0,0,0,0,0,0,1,0,0,0,0,0,0
MSCI,2021-10-26,0.3108594000508296,0.2644663347725491,0.0165077537534409,3.0,0,0,0,0,0,1,0,0,0,0,0,0
LRCX,2021-10-26,0.4674348201721339,0.4524292500260046,0.0383078960927036,3.0,0,0,0,0,0,0,0,0,0,0,1,0
MMM,2021-10-26,0.3488338373586312,0.232512616608044,0.0628717941257323,2.0,0,0,0,0,0,0,0,1,0,0,0,0
GBX,2021-10-26,0.0820774468398855,0.0147145811150547,-0.1168942567836716,1.0,0,0,0,0,0,0,0,1,0,0,0,0
SHW,2021-10-26,0.4239701783320312,0.23560218399376,0.0311367375618041,2.0,1,0,0,0,0,0,0,0,0,0,0,0
IPG,2021-10-26,0.1038117863782132,0.2071884619769695,0.1355959992302471,5.0,0,0,1,0,0,0,0,0,0,0,0,0
TEVA,2021-10-27,0.1586767533227451,0.0836979373828058,0.0375642526388887,6.0,0,0,0,0,0,0,1,0,0,0,0,0
CMG,2021-10-27,0.4208597212219808,0.3401212856591435,0.0103495672149482,4.0,0,0,1,0,0,0,0,0,0,0,0,0
ZVO,2021-10-27,0.7418982728569165,-0.4061683463979096,-0.1090449350837659,0.0,0,0,0,1,0,0,0,0,0,0,0,0
ETD,2021-10-27,0.6140832736247114,0.2753458959095309,0.1691490389259152,7.0,0,0,1,0,0,0,0,0,0,0,0,0
PDM,2021-10-27,0.0829442159968175,0.0224877584131705,0.0376508202751575,1.0,0,0,0,0,0,0,0,0,0,1,0,0
LLY,2021-10-27,0.431155705895781,0.3043830747419078,0.0227583592646697,9.0,0,0,0,0,0,0,1,0,0,0,0,0
TWTR,2021-10-27,0.2113844041661911,0.0312966234214622,0.0076362589470972,7.0,0,0,0,0,0,0,0,0,0,0,1,0
OC,2021-10-27,0.2146077547339946,0.1830165117247121,0.1407862034245733,6.0,1,0,0,0,0,0,0,0,0,0,0,0
STFR,2021-10-27,0.0893536811403083,0.0093838862737677,0.0020924288491245,7.0,0,0,0,0,0,0,0,0,0,1,0,0
UNF,2021-10-27,0.2876616136056764,0.1045542010686872,0.0501626172332886,5.0,0,0,0,0,0,0,0,1,0,0,0,0
GM,2021-10-27,0.1259698939876004,0.0693516854080012,0.0799893178340385,2.0,0,0,1,0,0,0,0,0,0,0,0,0
UPWK,2021-10-27,0.3150873422891272,-0.0328946730765502,0.0044927526783351,0.0,0,0,0,0,0,0,0,0,0,0,1,0
LAD,2021-10-27,0.3589165670383945,0.1664759451636003,0.1576966549393045,2.0,0,0,1,0,0,0,0,0,0,0,0,0
ALKS,2021-10-27,0.4724069775366938,-0.0448073933383838,0.0246660278031864,4.0,0,0,0,0,0,0,1,0,0,0,0,0
FLS,2021-10-27,0.1931860664098603,0.0662209170694985,0.0648696326381571,3.0,0,0,0,0,0,0,0,1,0,0,0,0
PI,2021-10-27,0.414391163204099,-0.2461336193474725,-0.0057592100512582,9.0,0,0,0,0,0,0,0,0,0,0,1,0
SLAB,2021-10-27,0.1048209342926587,-0.0174242965596649,-0.0007345866630744,1.0,0,0,0,0,0,0,0,0,0,0,1,0
WAB,2021-10-27,0.1210991777418142,0.0542412811487708,0.0587247255855625,7.0,0,0,0,0,0,0,0,1,0,0,0,0
CHEF,2021-10-27,0.313631043049887,-0.0704436264629496,-0.0463946775586136,7.0,0,0,0,1,0,0,0,0,0,0,0,0
BMY,2021-10-27,0.315385100953171,0.0786701777485187,0.1162253509755901,8.0,0,0,0,0,0,0,1,0,0,0,0,0
HAS,2021-10-27,0.4195925868001251,0.1286916919679823,0.0791703546079775,2.0,0,0,1,0,0,0,0,0,0,0,0,0
HWKN,2021-10-27,0.2851587680304058,0.1768216652042454,0.0571807309881942,8.0,1,0,0,0,0,0,0,0,0,0,0,0
TMHC,2021-10-27,0.1533003080191487,0.0926560807983965,0.0515044822653545,5.0,0,0,1,0,0,0,0,0,0,0,0,0
DT,2021-10-27,0.2971844003536498,0.0562851492590621,0.0123849227264103,0.0,0,0,0,0,0,0,0,0,0,0,1,0
PM,2021-10-27,0.5037389694390344,0.6317100571484394,0.0710248318995536,6.0,0,0,0,1,0,0,0,0,0,0,0,0
AWRE,2021-10-27,0.3135004278231107,-0.1525065837860922,-0.0822862581040872,0.0,0,0,0,0,0,0,0,0,0,0,1,0
NSC,2021-10-27,0.1417469692259869,0.1552004040549803,0.0385850804147443,4.0,0,0,0,0,0,0,0,1,0,0,0,0
HT,2021-10-27,0.0946829261432174,-0.0190267197859563,0.4977325479374502,8.0,0,0,0,0,0,0,0,0,0,1,0,0
ENSG,2021-10-27,0.1594406583684601,0.2231464982439151,0.0679699853532446,8.0,0,0,0,0,0,0,1,0,0,0,0,0
MAS,2021-10-27,0.5190348525469168,0.4841218405703175,0.0538968975123924,3.0,1,0,0,0,0,0,0,0,0,0,0,0
FARO,2021-10-27,0.3575802008442089,-0.0131288697792141,-0.0092247727576522,0.0,0,0,0,0,0,0,0,0,0,0,1,0
SAVE,2021-10-27,0.0394013410954618,-0.0769764555218431,0.0006108641020684,6.0,0,0,0,0,0,0,0,1,0,0,0,0
MYRG,2021-10-27,0.2992422640147317,0.2115632240647308,0.0612464866798828,3.0,0,0,0,0,0,0,0,1,0,0,0,0
BCOV,2021-10-27,0.7100283724529275,0.0853060120168371,0.052141628560376,0.0,0,0,0,0,0,0,0,0,0,0,1,0
AZPN,2021-10-27,0.5081580155343159,0.3579855863797986,0.026943499727488,9.0,0,0,0,0,0,0,0,0,0,0,1,0
SLB,2021-10-27,0.0797797163604464,0.092842395044735,0.0579775840466731,9.0,0,0,0,0,1,0,0,0,0,0,0,0
AMD,2021-10-27,0.6235093696763203,0.4031413612565445,0.0199665983868281,0.0,0,0,0,0,0,0,0,0,0,0,1,0
FTI,2021-10-27,0.0751540922212686,0.0085538163180495,0.2398639150950373,9.0,0,0,0,0,1,0,0,0,0,0,0,0
TXN,2021-10-27,0.5015253727495381,0.4252890899949723,0.0413449740088353,5.0,0,0,0,0,0,0,0,0,0,0,1,0
HA,2021-10-27,-0.0425112978274089,-0.0632666730191126,0.143529278195241,3.0,0,0,0,0,0,0,0,1,0,0,0,0
FIX,2021-10-27,0.2798777656720992,0.1782303624922093,0.0679834627607736,9.0,0,0,0,0,0,0,0,1,0,0,0,0
CVLT,2021-10-27,0.8088730548352429,0.160879050497368,0.0496190952578809,7.0,0,0,0,0,0,0,0,0,0,0,1,0
IEX,2021-10-27,0.2429549503674778,0.1602478401060567,0.0298330900688299,6.0,0,0,0,0,0,0,0,1,0,0,0,0
JOE,2021-10-27,0.10365668030443,0.0990667117980362,-0.0213088293711869,3.0,0,0,0,0,0,0,0,0,0,1,0,0
URI,2021-10-27,0.1753668866344922,0.131648168345416,0.0660326377966296,5.0,0,0,0,0,0,0,0,1,0,0,0,0
AYI,2021-10-27,0.4125758720035803,0.1697258547345202,0.0517873138735775,5.0,0,0,0,0,0,0,0,1,0,0,0,0
CTS,2021-10-27,0.2739990766488796,0.1437685504761761,0.0676711475830396,8.0,0,0,0,0,0,0,0,1,0,0,0,0
FBHS,2021-10-27,0.2495170801138674,0.1452047082006439,0.0402946096534504,1.0,0,0,1,0,0,0,0,0,0,0,0,0
PEGA,2021-10-27,0.556754320601107,-0.0652505572226441,0.0009580430217906,0.0,0,0,0,0,0,0,0,0,0,0,1,0
GRMN,2021-10-27,0.3842491219362532,0.2177327149395925,0.0370278887199085,1.0,0,0,0,0,0,0,0,0,0,0,1,0
LFUS,2021-10-27,0.2338366927561396,0.1460713474265621,0.0392433377490493,3.0,0,0,0,0,0,0,0,0,0,0,1,0
SRI,2021-10-27,0.278415709503126,-0.0121825944966352,0.0107931765597006,6.0,0,0,1,0,0,0,0,0,0,0,0,0
BG,2021-10-27,0.1484093077274047,0.1508819891948187,-0.2003691014530781,8.0,0,0,0,1,0,0,0,0,0,0,0,0
ROIC,2021-10-27,0.0716247431196079,0.0333811852540503,0.0553814123974657,4.0,0,0,0,0,0,0,0,0,0,1,0,0
UDR,2021-10-27,0.1088265021012322,0.0131054889151028,-0.0525676047877889,2.0,0,0,0,0,0,0,0,0,0,1,0,0
CDE,2021-10-27,0.2352952420890149,0.0723742501980233,-0.0581201767758802,1.0,1,0,0,0,0,0,0,0,0,0,0,0
CSGP,2021-10-27,0.2149220424392917,0.099919952129067,0.0084791434058355,5.0,0,0,0,0,0,0,0,0,0,1,0,0
GD,2021-10-27,0.126844461748102,0.1452924563612236,0.0750711586500975,8.0,0,0,0,0,0,0,0,1,0,0,0,0
APAM,2021-10-27,0.503001169967808,0.9091120445959155,0.1458029604803798,1.0,0,0,0,0,0,1,0,0,0,0,0,0
GOOG,2021-10-27,0.389112932242957,0.2800023178999826,0.0336757915195346,2.0,0,0,0,0,0,0,0,0,0,0,1,0
GORO,2021-10-27,0.27193775230029,0.1668453511947095,0.1066174649296721,6.0,1,0,0,0,0,0,0,0,0,0,0,0
FI,2021-10-28,0.1058376337983554,0.0423907565378082,0.0437639837206573,7.0,0,0,0,0,0,0,0,1,0,0,0,0
VC,2021-10-28,0.1184466019417475,0.0708382526564344,-0.0051410577726367,8.0,0,0,0,0,0,0,0,1,0,0,0,0
IP,2021-10-28,0.1595806046622103,0.0571903411868217,0.1803017551796344,4.0,0,0,1,0,0,0,0,0,0,0,0,0
CUZ,2021-10-28,0.0701183140223156,0.0265096187193502,0.0659000408380934,2.0,0,0,0,0,0,0,0,0,0,1,0,0
SAIA,2021-10-28,-0.045461961861709116,0.2382262810891268,0.0204734934725112,2.0,0,0,0,0,0,0,0,1,0,0,0,0
MERC,2021-10-28,0.1389203912798593,0.1297253455315093,0.0327026003629687,9.0,1,0,0,0,0,0,0,0,0,0,0,0
LBRT,2021-10-28,0.0984435112904177,-0.1153958022108214,-0.0174261119160369,8.0,0,0,0,0,1,0,0,0,0,0,0,0
FCN,2021-10-28,0.2843161317013666,0.178121200348991,0.0579756536108686,8.0,0,1,0,0,0,0,0,0,0,0,0,0
EXP,2021-10-28,0.177515852185716,0.2001532118110834,0.0824688268117193,5.0,1,0,0,0,0,0,0,0,0,0,0,0
ESCA,2021-10-28,0.3095303671760651,0.1590678178239593,-0.0841025171803177,2.0,0,0,1,0,0,0,0,0,0,0,0,0
VMI,2021-10-28,0.2539193683045346,0.1283490535158537,8.768768488374937e-05,9.0,0,0,0,0,0,0,0,1,0,0,0,0
CMCSA,2021-10-28,0.2734028730238937,0.099459572852776,0.0622731998972525,2.0,0,1,0,0,0,0,0,0,0,0,0,0
CMCO,2021-10-28,0.1731433345418433,0.0496902981401059,0.0400952115539712,2.0,0,0,0,0,0,0,0,1,0,0,0,0
TDY,2021-10-28,0.1115071811732133,0.0483205856657362,0.0325994578994627,6.0,0,0,0,0,0,0,0,1,0,0,0,0
GVA,2021-10-28,0.1477611450895401,-0.0025927426695559,0.0927528082551954,6.0,0,0,0,0,0,0,0,1,0,0,0,0
PPC,2021-10-28,0.1404670047910961,0.0323247520108732,0.0267163491658098,5.0,0,0,0,1,0,0,0,0,0,0,0,0
AGYS,2021-10-28,0.5145986177565125,-0.2003393105015788,0.0303096923909109,9.0,0,0,0,0,0,0,0,0,0,0,1,0
ITGR,2021-10-28,0.1398189197361304,0.0743381758085452,0.0482548269116092,3.0,0,0,0,0,0,0,1,0,0,0,0,0
ALSN,2021-10-28,0.2409080890456248,0.1945912340690083,0.1322671632390393,9.0,0,0,1,0,0,0,0,0,0,0,0,0
F,2021-10-28,0.0763108632760401,0.0074030759725501,0.3118667017045328,5.0,0,0,1,0,0,0,0,0,0,0,0,0
MUSA,2021-10-28,0.4092518867694111,0.2077001781045132,0.0979123019503247,9.0,0,0,0,1,0,0,0,0,0,0,0,0
SPSC,2021-10-28,0.4107407113006801,0.1132111160228509,0.0135258334133902,4.0,0,0,0,0,0,0,0,0,0,0,1,0
XEL,2021-10-28,0.1317001929864214,0.0570123059348875,0.1705048454810613,7.0,0,0,0,0,0,0,0,0,0,0,0,1
TREE,2021-10-28,0.7832723122638726,0.0021482216717326,0.0275893405691855,0.0,0,0,0,0,0,1,0,0,0,0,0,0
WST,2021-10-28,0.3456691911156367,0.2798404168702166,0.010930683794545,1.0,0,0,0,0,0,0,1,0,0,0,0,0
SGEN,2021-10-28,0.3668239699658964,-0.1090062891889458,-0.0025220869368522,4.0,0,0,0,0,0,0,1,0,0,0,0,0
PRFT,2021-10-28,0.3449610287050662,0.1497529092459796,0.0223461043088982,1.0,0,0,0,0,0,0,0,0,0,0,1,0
EME,2021-10-28,0.2799011002745494,0.2179802003131055,0.050460867780609,8.0,0,0,0,0,0,0,0,1,0,0,0,0
MDC,2021-10-28,0.2068886780824896,0.1669327003828089,-0.0478956050915325,3.0,0,0,1,0,0,0,0,0,0,0,0,0
CMPR,2021-10-28,0.5982666632489398,0.0779418768739036,0.0695142794579443,0.0,0,0,1,0,0,0,0,0,0,0,0,0
ACCO,2021-10-28,0.1887695309244791,0.0807831604640176,0.1525966022643367,1.0,0,0,0,0,0,0,0,1,0,0,0,0
CTSH,2021-10-28,0.3875348189415041,0.2125204582651391,0.0557977976498411,5.0,0,0,0,0,0,0,0,0,0,0,1,0
PEB,2021-10-28,0.0265875312406262,-0.0165510552879675,-0.0049265440900494,4.0,0,0,0,0,0,0,0,0,0,1,0,0
EBAY,2021-10-28,0.2659534470383156,0.163978628851051,0.0534892465430588,1.0,0,0,1,0,0,0,0,0,0,0,0,0
GTY,2021-10-28,0.0928536228959062,0.0601054647780746,-0.0495763753492928,6.0,0,0,0,0,0,0,0,0,0,1,0,0
SIRI,2021-10-28,0.4674063800277392,0.3797831632653061,0.0640568873965328,7.0,0,0,1,0,0,0,0,0,0,0,0,0
HSY,2021-10-28,0.4235326298896843,0.2854868044439284,0.021013582409015,9.0,0,0,0,1,0,0,0,0,0,0,0,0
KN,2021-10-28,0.2034586815227483,0.0758176734508095,0.0788421895452659,3.0,0,0,0,0,0,0,0,1,0,0,0,0
TAP,2021-10-28,0.1480022428418977,0.0625599591193301,0.1224702909559043,9.0,0,0,0,1,0,0,0,0,0,0,0,0
MSTR,2021-10-28,0.1402681763445987,0.0244114402520245,0.1555545318860431,0.0,0,0,0,0,0,0,0,0,0,0,1,0
PACK,2021-10-28,0.1215442499591035,0.0228632066370827,0.0065761749222967,0.0,0,0,1,0,0,0,0,0,0,0,0,0
EVTC,2021-10-28,0.2964484214153811,0.2057395412803336,0.069824564704644,5.0,0,0,0,0,0,0,0,1,0,0,0,0
KLAC,2021-10-28,0.4036006174865834,0.380812409740087,0.0423569149296991,6.0,0,0,0,0,0,0,0,0,0,0,1,0
MOH,2021-10-28,0.2898576996283876,0.1947074010327022,0.159857306320253,9.0,0,0,0,0,0,0,1,0,0,0,0,0
INSM,2021-10-28,0.1006471403926447,-0.3409622700824324,-0.1018953077938374,2.0,0,0,0,0,0,0,1,0,0,0,0,0
CACI,2021-10-28,0.0868391454709344,0.1195683318400101,0.0816403390793236,8.0,0,0,0,0,0,0,0,0,0,0,1,0
KDP,2021-10-28,0.1385455990462944,0.0790735254511176,0.0447221644478112,8.0,0,0,0,1,0,0,0,0,0,0,0,0
CRS,2021-10-28,0.0076691776749214,-0.0738186703383162,0.0229167832694391,8.0,1,0,0,0,0,0,0,0,0,0,0,0
PURE,2021-10-28,0.4822217057866604,-0.646976483762598,-0.0509662056417689,1.0,0,0,0,1,0,0,0,0,0,0,0,0
BAX,2021-10-28,0.2468824153077194,0.1173244871708076,0.0380613153542806,4.0,0,0,0,0,0,0,1,0,0,0,0,0
JBHT,2021-10-28,0.3485114053175172,0.2204518376927759,0.024901963348031,6.0,0,0,0,0,0,0,0,1,0,0,0,0
USLM,2021-10-28,0.2563427123136104,0.1722691705790297,0.049008838198177,7.0,1,0,0,0,0,0,0,0,0,0,0,0
KO,2021-10-28,0.2533496677924199,0.1666742607190048,0.0487931435198639,8.0,0,0,0,1,0,0,0,0,0,0,0,0
EQT,2021-10-28,-0.045461961861709116,-0.2377980305296126,-0.0068257763106049,9.0,0,0,0,0,1,0,0,0,0,0,0,0
GSHD,2021-10-28,0.2225095087804483,0.2451439490980869,0.0076370827370485,0.0,0,0,0,0,0,1,0,0,0,0,0,0
CNMD,2021-10-28,0.3122373284867612,0.0662468929882978,0.0195956870349895,1.0,0,0,0,0,0,0,1,0,0,0,0,0
NEM,2021-10-28,0.1746644926627367,0.1181665403499522,0.069642770870726,5.0,1,0,0,0,0,0,0,0,0,0,0,0
TWLO,2021-10-28,0.0983510863617333,-0.0677242855400248,-0.0008946006519527,0.0,0,0,0,0,0,0,0,0,0,0,1,0
JHG,2021-10-28,0.3157745554362096,0.2335495467333541,0.1089612247316565,1.0,0,0,0,0,0,1,0,0,0,0,0,0
VSEC,2021-10-28,0.0473799973273102,0.0310070635170029,-0.0556580684928356,5.0,0,0,0,0,0,0,0,1,0,0,0,0
TRS,2021-10-28,0.170354298793572,0.0963766965632193,0.0525455949905489,4.0,0,0,1,0,0,0,0,0,0,0,0,0
GTX,2021-10-28,0.2672064777327935,0.5404814004376368,-0.811388671808436,7.0,0,0,1,0,0,0,0,0,0,0,0,0
RBBN,2021-10-28,0.3115038312449292,0.0425512756175737,0.0277799313919414,1.0,0,1,0,0,0,0,0,0,0,0,0,0
AIT,2021-10-28,0.4233637839856198,0.1544540734081295,0.0509218049068435,9.0,0,0,0,0,0,0,0,1,0,0,0,0
CYH,2021-10-28,0.5182514358647097,0.1072563799836527,0.2262875035357422,0.0,0,0,0,0,0,0,1,0,0,0,0,0
CBRE,2021-10-28,0.2909342759077888,0.1263886165696962,0.0551809389216132,3.0,0,0,0,0,0,0,0,0,0,1,0,0
HSTM,2021-10-28,0.3304272771742865,0.0282088147797473,0.0463646556626733,6.0,0,0,0,0,0,0,0,0,0,0,1,0
TROX,2021-10-28,0.1414860168790336,0.1147681128446249,0.1530901368933668,1.0,1,0,0,0,0,0,0,0,0,0,0,0
BYD,2021-10-28,0.2886778807212239,0.1648110362737419,0.0990568818216708,6.0,0,0,1,0,0,0,0,0,0,0,0,0
LECO,2021-10-28,0.3990980992269922,0.2736338990429687,0.0392781238300643,7.0,0,0,0,0,0,0,0,1,0,0,0,0
APY,2021-10-28,0.2009998852412873,0.0565568731281529,0.0673911155987953,8.0,0,0,0,0,0,0,0,1,0,0,0,0
PTCT,2021-10-28,0.2313217839662237,-0.687067073716896,-0.1232505122856171,8.0,0,0,0,0,0,0,1,0,0,0,0,0
DXCM,2021-10-28,0.3364810820997089,0.0956749332711394,0.0025242468660615,5.0,0,0,0,0,0,0,1,0,0,0,0,0
VRSN,2021-10-28,0.616648858465857,1.001609775984045,0.0318832029149136,7.0,0,0,0,0,0,0,0,0,0,0,1,0
SNDR,2021-10-28,0.4285935763933748,0.1773438698787786,0.0344316295120348,6.0,0,0,0,0,0,0,0,1,0,0,0,0
AVNT,2021-10-28,0.1866493713829574,0.0720706216963159,0.0348319076984284,3.0,1,0,0,0,0,0,0,0,0,0,0,0
CDNA,2021-10-28,0.3312451613361459,-0.0368402213717338,-0.0065927009279917,0.0,0,0,0,0,0,0,1,0,0,0,0,0
AA,2021-10-28,0.1732760442346974,0.2152797105482883,0.0647007016917736,5.0,1,0,0,0,0,0,0,0,0,0,0,0
MANH,2021-10-28,0.6926205999420553,0.5673582620575207,0.0156964262899578,3.0,0,0,0,0,0,0,0,0,0,0,1,0
NVT,2021-10-28,0.1905789822394152,0.0968704698558881,0.0621376958885673,8.0,0,0,0,0,0,0,0,1,0,0,0,0
SCI,2021-10-28,0.086189039550647,0.2013379729804705,0.0656244881627383,6.0,0,0,0,1,0,0,0,0,0,0,0,0
ULBI,2021-10-28,0.1951875566470777,0.0208671790166583,0.0522229093657665,5.0,0,0,0,0,0,0,0,1,0,0,0,0
DSKE,2021-10-28,0.2056180210867802,0.1104681733298264,0.232580305406658,2.0,0,0,0,0,0,0,0,1,0,0,0,0
CCS,2021-10-28,0.2943424714532376,0.2016113104330219,0.0432705987617905,3.0,0,0,1,0,0,0,0,0,0,0,0,0
WIRE,2021-10-28,0.4962138855058308,0.4538108751941999,0.0417732079741202,7.0,0,0,0,0,0,0,0,1,0,0,0,0
POOL,2021-10-28,0.6720654727190432,0.5780601484683957,0.0166711534033442,3.0,0,0,1,0,0,0,0,0,0,0,0,0
ABMD,2021-10-28,0.5211472424795789,0.1883597929454997,0.0149619110168757,4.0,0,0,0,0,0,0,1,0,0,0,0,0
LOGI,2021-10-28,0.6688693738129395,0.4964234937019459,0.0553707538531916,2.0,0,0,0,0,0,0,0,0,0,0,1,0
DRQ,2021-10-28,0.0795081450110949,-0.024168764933245,0.0191594343203427,7.0,0,0,0,0,1,0,0,0,0,0,0,0
NOW,2021-10-28,0.4509390166701836,0.0469575425552729,0.0116402866447988,2.0,0,0,0,0,0,0,0,0,0,0,1,0
POWI,2021-10-28,0.3397725350501,0.1744701416625199,0.0256078463825984,3.0,0,0,0,0,0,0,0,0,0,0,1,0
CODI,2021-10-28,0.2459003349302343,0.0606197799035683,0.0754958746753556,4.0,0,0,0,0,0,0,0,1,0,0,0,0
WCN,2021-10-28,0.1684945924407376,0.0868712969878865,0.0248933772139359,7.0,0,0,0,0,0,0,0,1,0,0,0,0
DVA,2021-10-28,0.2047798166490302,0.153425329231662,0.1011327259726162,2.0,0,0,0,0,0,0,1,0,0,0,0,0
MC,2021-10-28,0.4724077687685361,1.001609775984045,0.1926932467023893,2.0,0,0,0,0,0,1,0,0,0,0,0,0
BPMC,2021-10-28,0.0654237870958396,-0.327597032123661,-0.0469205845499955,0.0,0,0,0,0,0,0,1,0,0,0,0,0
ALNY,2021-10-28,0.1796525831628657,-0.595375105489488,-0.0357628690314599,9.0,0,0,0,0,0,0,1,0,0,0,0,0
ALGT,2021-10-28,0.1257504805863299,0.0847892500835362,0.0275483050067785,0.0,0,0,0,0,0,0,0,1,0,0,0,0
ICE,2021-10-28,0.0359413787152699,0.0948640819964349,0.0391448078659826,4.0,0,0,0,0,0,1,0,0,0,0,0,0
BMI,2021-10-28,0.3751288468615313,0.1858589570827718,0.0226111895567464,8.0,0,0,0,0,0,0,0,0,0,0,1,0
