Ticker,Date,Gross_Profitability,ROIC,FCF_Yield,y_target,Sector_Basic Materials,Sector_Business Services,Sector_Consumer Cyclical,Sector_Consumer Defensive,Sector_Energy,Sector_Financial Services,Sector_Healthcare,Sector_Industrials,Sector_Other,Sector_Real Estate,Sector_Technology,Sector_Utilities
ORCL,2021-03-11,0.2708345680684791,0.19642495185973446,0.06522536335716697,7.0,0,0,0,0,0,0,0,0,0,0,1,0
KFY,2021-03-11,0.15392738941988854,0.0964457751818009,0.06022160868387479,4.0,0,0,0,0,0,0,0,1,0,0,0,0
AVGO,2021-03-12,0.18453463597152212,0.08113027255767394,0.06827012984721781,9.0,0,0,0,0,0,0,0,0,0,0,1,0
PLAN,2021-03-12,0.4583473702012515,-0.5531360044314475,-0.0012187300994530095,4.0,0,0,0,0,0,0,0,0,0,0,1,0
FEIM,2021-03-12,0.1425445081918732,-0.08739645299382888,0.057015142126640925,0.0,0,0,0,0,0,0,0,0,0,0,1,0
ZUMZ,2021-03-15,0.35058856288888623,0.1754229129418237,0.11407234369180998,9.0,0,0,1,0,0,0,0,0,0,0,0,0
CSBR,2021-03-15,0.7355106888361045,-0.08669124189652981,-0.006054826809246836,3.0,0,0,0,0,0,0,1,0,0,0,0,0
PURE,2021-03-15,0.9600832387438517,0.2272525521526853,0.00964377759515182,0.0,0,0,0,1,0,0,0,0,0,0,0,0
BURL,2021-03-15,0.32521649905354477,-0.14271061494569198,-0.0025746159400749373,6.0,0,0,0,1,0,0,0,0,0,0,0,0
ASPU,2021-03-16,0.49534157696998077,-0.05055396652497645,-0.05553963749384392,0.0,0,0,0,1,0,0,0,0,0,0,0,0
ENZ,2021-03-16,0.3569815497496229,-0.16318614529412567,-0.07186091117695255,7.0,0,0,0,0,0,0,1,0,0,0,0,0
JWN,2021-03-16,0.3265883833088698,-0.29294907666480136,-0.0982412414752753,5.0,0,0,1,0,0,0,0,0,0,0,0,0
